kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
"Moreover, an examination of this complaint does not.","Moreover, an examination of the complaint does not.",0.9995916485786438,34#90,0,5,0,51,8,0.35913577675819397
"Moreover, an examination of this complaint does not.",examination of the complaint does not disclose the existence of any.,0.9993684887886047,34#84,1,4,15,83,11,0.38196125626564026
"Moreover, an examination of this complaint does not.","Furthermore, an examination of the case does not disclose the existence.",0.9993175268173218,34#87,0,5,0,72,11,0.4184185862541199
"Moreover, an examination of this complaint does not.",that it cannot examine whether or not the first applicant was guilty.,0.9459437131881714,34#10,1,3,13,82,13,0.4033382534980774
The Court took this into account when.,The Court took this into account when.,1.0,34#39,0,2,0,38,7,0.3722866475582123
The Court took this into account when.,"became obsolete at the latest on 20 June 1991, when the County.",0.9909874796867371,34#18,2,5,85,148,12,0.371256023645401
The Court took this into account when.,refused by decision of the Supreme Administrative Court on 26 May 1994.,0.9908031225204468,34#51,1,2,22,93,12,0.36901769042015076
The Court took this into account when.,"Court H.R., Cruz Varas and Others judgment of.",0.9558566808700562,34#104,1,6,12,58,9,0.30230334401130676
The Court took this into account when.,of have been based on relevant and sufficient reasons and that the.,0.9231482148170471,34#75,5,8,263,330,12,0.32724830508232117
There is thus no indication.,There is thus no indication.,1.0,34#12,0,3,0,28,5,0.4005369544029236
There is thus no indication.,The Commission finds no indication that the first applicant has.,0.9989155530929565,34#64,0,3,0,64,10,0.4065687954425812
There is thus no indication.,"In conclusion, there is no indication that the first.",0.9986904263496399,34#13,0,2,0,53,9,0.32415035367012024
There is thus no indication.,case does not disclose the existence of any special circumstances which.,0.9009336829185486,34#20,1,3,37,109,11,0.31542354822158813
There is thus no indication.,case does not disclose the existence of any special circumstances which.,0.9009336829185486,34#46,1,3,37,109,11,0.31542354822158813
The Commission finds no appearance.,The Commission finds no appearance.,1.0,34#15,0,2,0,35,5,0.3449440896511078
The Commission finds no appearance.,there is no appearance of a violation of Article 6 (Art.,0.9996926784515381,34#62,1,4,71,127,11,0.41336318850517273
The Commission finds no appearance.,"Accordingly, there is no appearance of a violation of Article 6.
para.",0.9996755123138428,34#56,0,3,0,71,12,0.46334898471832275
The Commission finds no appearance.,"Convention, the Commission finds no appearance of a violation of these.",0.9996751546859741,34#22,3,5,68,139,11,0.4034261405467987
The applicant's appeal to the County Administrative.,The applicant's appeal to the County Administrative.,1.0,34#49,0,2,0,52,7,0.3331559896469116
The applicant's appeal to the County Administrative.,Social Council's care plan to the administrative courts.,0.9996936321258545,34#64,2,3,137,193,8,0.2841567099094391
The applicant's appeal to the County Administrative.,further appeal to the Administrative Court of Appeal was decided upon.,0.9996916055679321,34#50,1,3,6,76,11,0.42662814259529114
The applicant's appeal to the County Administrative.,"However, before the County.",0.9984052777290344,34#38,0,4,0,27,4,0.3033587634563446
"As a general rule, however, it is for the.","As a general rule, however, it is for the.",1.0,34#93,0,4,0,42,9,0.3453015983104706
"As a general rule, however, it is for the.","absolved the applicants, according to the generally recognised rules.",0.9995896220207214,34#66,2,5,124,193,9,0.4313676953315735
"As a general rule, however, it is for the.","absolved the applicants, according to the generally recognised rules.",0.9995896220207214,34#90,2,5,123,192,9,0.4313676953315735
