kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,It is furthermore established that the burden of proving the.,0,1214,0,3,0,61,10,0.3374500871
none,It is furthermore established that the burden of.,0,98,0,3,0,49,8,0.3150651455
none,It is furthermore established that the burden of.,0,120,0,3,0,49,8,0.3150651455
none,It is not always an easy matter to trace the dividing line between procedural and substantive limitations of a given entitlement under domestic law.,0,398,0,1,0,148,24,0.590382874
none,It is not an answer to this requirement that the applicant might have been able to obtain an oral hearing by instituting proceedings for judicial review.,0,948,0,1,0,153,26,0.5363716483
none,It is not an answer to this requirement that the applicant might have been able to obtain an oral hearing by instituting proceedings for judicial review.,0,626,0,1,0,153,26,0.5363716483
none,"It is not, however, for the Court to substitute its own view for that of the national legislature as to what would be the most appropriate policy in this regard.",0,435,0,1,0,161,30,0.444778651
none,"It is noteworthy that all the members of the court martial, appointed by the convening officer, were subordinate in rank to him.",0,202,0,2,0,128,22,0.3897482455
none,It is recalled that the applicant was sentenced to be detained during Her Majesty's pleasure because of his young age at the time of the commission of the offence.,0,936,0,1,0,163,29,0.4875819385
none,It is recalled that the applicant was sentenced to be detained during Her Majesty's pleasure because of his young age at the time of the commission of the offence.,0,611,0,1,0,163,29,0.4875819385
none,It is the judges who interpret a certain act or type of conduct as contempt of court.,0,1496,0,1,0,85,17,0.5235515237
none,It is therefore to be regarded as a sentence fixed by law.,0,1375,0,2,0,58,12,0.4057802856
none,It is true that the English law of blasphemy only extends to the Christian faith.,0,1833,0,1,0,81,15,0.4486312568
none,It is true that the application of these laws has become increasingly rare and that several States have recently repealed them altogether.,0,1888,0,1,0,138,22,0.5133947134
none,It is true that the measures taken by the authorities amounted to a complete ban on the film's distribution.,0,1855,0,1,0,108,19,0.4242861867
none,It may sometimes be no more than a question of legislative technique whether the limitation is expressed in terms of the right or its remedy.,0,399,0,1,0,141,25,0.506277144
none,"It may thus be open to question whether the sexual activities of the applicants fell entirely within the notion of ""private life"" in the particular circumstances of the case.",0,636,0,1,0,174,29,0.5125739574
none,It reiterates that the supervision machinery set up by the Convention is subsidiary to the national human rights protection systems.,0,1913,0,1,0,132,20,0.4565785825
none,It reiterates that the.,0,1308,0,5,0,23,4,0.3083561063
none,"It remains to be determined whether they were necessary in a democratic society and, in particular, whether the means employed were proportionate to the legitimate aim pursued.",0,1654,0,1,0,176,27,0.5855560303
none,"It seemed to me necessary to expand paragraph 43 by noting ""to regulate and punish practices of sexual abuse that are demeaning even if they do not involve the infliction of physical harm"".",0,673,0,1,0,189,33,0.5396167636
none,It seems to me that the wording used by the Court in paragraph 42 is too vague.,0,672,0,1,0,79,17,0.4143374562
none,It should be assimilated to discretionary life sentences for.,0,1379,0,6,0,61,9,0.4776036739
none,"It should be construed and applied, as follows from its object and purpose, in such a way as to provide effective safeguards against arbitrary prosecution, conviction and punishment.",0,337,0,1,0,182,28,0.6457842588
none,It should be noted that the explanatory memorandum of,0,1055,1,2,140,193,9,0.3557156324
none,"It should finally not be forgotten that, taken as a whole, the filmed portrait surely conveyed the meaning that the racist statements were part of a generally anti-social attitude of the Greenjackets.",0,721,0,1,0,200,33,0.4509390593
none,It should have scrutinised the lower courts' judgments in the light of Article 10 (art.,0,1942,0,2,0,87,15,0.3973505497
none,It thus cannot be said that the handicaps under which the defence laboured were counterbalanced by the above procedures.,0,989,0,1,0,120,20,0.4615734816
none,"It was clear that the court had made up its mind as to his guilt immediately, and all he had been offered was an opportunity to enter a plea in mitigation as to sentence.",0,1536,0,1,0,170,34,0.4576068521
none,"It was clearly beyond doubt that as at 12 November 1989 no change in the law had been effected, although one was being mooted.",0,356,0,1,0,126,24,0.4246447086
none,It was inevitable that the public's perception of his ability as a lawyer and as a politician would be affected by the publicity surrounding his case.,0,1570,0,1,0,150,26,0.4885335267
none,It was not wholly negative about the applicants but gave them credit for their management of HOF (p. 7 above).,0,1151,0,1,0,110,20,0.481575042
none,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters.",0,1763,0,1,0,120,21,0.6626729369
none,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters.",0,1795,0,1,0,120,21,0.6626729369
none,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters.",0,860,0,1,0,120,21,0.6626729369
none,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters.",0,505,0,1,0,120,21,0.6626729369
none,It was too subtle to assume that viewers would not take the remarks at their face value.,0,697,0,1,0,88,17,0.4130541682
none,It was totally unrealistic to suggest that the court had closed its mind to this possibility.,0,1534,0,1,0,93,16,0.5006020665
none,It would appear to have been administered with the aim of obtaining admissions or information from the applicant.,0,297,0,1,0,113,18,0.5177060962
none,"It would in their view have been feasible to have the police officers questioned in open court, wearing disguise if need be.",0,963,0,1,0,124,22,0.4674979448
none,Its decision was based exclusively on the seriousness of the crimes committed,0,985,0,1,0,77,12,0.4506582022
none,Judge Advocate and the Convening Officer (the latter of whom allegedly.,0,1069,4,7,279,350,11,0.3001101911
none,"Judgment of 26 November 1991, Series A no.",0,1868,0,2,0,42,8,0.2818723917
none,Justice is offended if the judges feel that it has been.,0,1498,0,1,0,56,11,0.2943221033
none,Kingdom and Northern Ireland.,0,1201,4,5,238,267,4,0.435233742
none,Leave to appeal was.,0,1305,0,2,0,20,4,0.314735502
none,Leaving aside the question of Sweden's reservation to this.,0,1339,0,4,0,59,9,0.3360642791
none,"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",0,1728,0,1,0,194,30,0.4490822554
none,"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",0,1781,0,1,0,194,30,0.4490822554
none,"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",0,838,0,1,0,194,30,0.4490822554
none,"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",0,535,0,1,0,194,30,0.4490822554
none,"Like the Commission, the Court observes that the aim of Article 4 of Protocol No.",0,525,0,2,0,81,15,0.2994692624
none,"Like the Delegate of the Commission, the Court considers that the applicant's heirs also have a definite pecuniary interest under Article 50 of the Convention (art.",0,1905,0,2,0,164,26,0.4117049575
none,Limiting its examination of the fairness of the proceedings to.,0,1262,0,4,0,63,10,0.3430438042
none,"Many of them, including the president, were directly or ultimately under his command (see paragraph 16 above).",0,202,1,2,129,239,17,0.4431002438
none,"Moreover the fact that the present case involves prior restraint calls for special scrutiny by the Court (see, mutatis mutandis, the Observer and Guardian v. the United Kingdom judgment of 26 November 1991, Series A no.",0,1897,0,3,0,219,36,0.4588202834
none,"Moreover, it finds that, in view of the serious nature of the complaints and their connection with the general situation in South-East Turkey,",0,57,0,1,0,142,24,0.4229470789
none,"Moreover, it was practically impossible to know what predictions an administrative body - the British Board of Film Classification - would make as to the outcome of a hypothetical prosecution.",0,1821,0,1,0,192,28,0.4923399985
none,"Moreover, the applicant stressed, it was impossible to specify with precision when the change in question had occurred.",0,350,0,2,0,119,18,0.4776580632
none,"Moreover, the applicant's case was an isolated one which raised no question of general interest.",0,1909,0,1,0,96,15,0.487311095
none,"Moreover, the defence were offered the possibility to challenge the statements and their use as evidence in open court before the Court of Appeal.",0,1033,0,1,0,146,24,0.4687832594
none,"Moreover, the interrogation of the witnesses should in their contention not have taken place before the investigating judge.",0,962,0,1,0,124,18,0.4048340023
none,"Moreover, the only evidence relied on by the Court of Appeal which provided positive identification of the applicants as the perpetrators of the crimes were the statements of the anonymous police officers.",0,990,0,1,0,205,32,0.5236910582
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0,1748,0,1,0,171,28,0.4676825106
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0,1791,0,1,0,171,28,0.4676825106
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0,856,0,1,0,171,28,0.4676825106
none,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",0,501,0,1,0,171,28,0.4676825106
none,"Moreover, when asked to sign a statement, he had answered that he could not sign because he could not move his hands.",0,60,0,1,0,117,22,0.3864459097
none,"Moreover, where immigration is concerned, Article 8 (art.",0,592,0,2,0,57,8,0.3257785141
none,Most of these judgments concerned cases in south-eastern Turkey where acts of terrorism are being committed and where the present case occurred.,0,284,2,4,345,489,23,0.4620133638
none,Mr Ahmet Sadik could therefore have relied on that provision (art.,0,1925,0,2,0,66,11,0.34036237
none,My main objection to this paragraph is the following.,0,1768,0,1,0,53,9,0.4014820457
none,My main objection to this paragraph is the following.,0,1811,0,1,0,53,9,0.4014820457
none,My opposition to this doctrine - which has gradually won some support within the Court - was spurned in the Court's judgment of 25 March 1992 in the case of B. v. France (Series A no.,0,1938,3,5,132,315,34,0.4170030057
none,"Neither honesty of an arresting officer, nor honesty of superior officer, nor the circumstances of a suspected terrorist crime fall into this category.",0,1722,0,1,0,151,23,0.5470319986
none,"Nevertheless, the issue was already then of general importance, as is illustrated for instance by the fact that the UN Convention dates from 1965.",0,703,0,1,0,146,24,0.4258046448
none,"Nevertheless, with a description of this nature, which is not exhaustive, the ""declaration"" does not afford to a sufficient degree ""a guarantee that [it] does not go beyond the provisions expressly excluded"" by Austria",0,524,0,1,0,219,34,0.4307365119
none,No single judge had any interest in them.,0,1479,0,1,0,41,8,0.4057461321
none,"No weight could be attached to the fact that the programme had given rise to only a few complaints,",0,698,0,1,0,99,19,0.5018686056
none,"Nor are they always without limitations in normal situations, where the identity of the witnesses is known to the defence.",0,1047,0,1,0,122,20,0.4999494851
none,Nor can it be said that opinions which are offensive to Christians necessarily fall within its ambit.,0,1900,0,1,0,101,17,0.5809208155
none,Nor could the defects referred to above (in paragraphs 75 and 77) be corrected by any subsequent review proceedings.,0,208,0,1,0,116,19,0.5095039606
none,Nor does the Court accept the applicants' submission that no prosecution should have been brought against them since their injuries were not severe and since no medical treatment had been required.,0,681,0,1,0,197,31,0.4934157431
none,"Nor does the Court offer one, its decision on this crucial point being unsupported by any argument.",0,1772,0,1,0,99,17,0.487739563
none,"Nor does the Court offer one, its decision on this crucial point being unsupported by any argument.",0,1816,0,1,0,99,17,0.487739563
none,Nor is the Court persuaded that the Court of Appeal made sufficient effort to assess the threat of reprisals against the police officers or their families.,0,983,0,1,0,155,26,0.4693433642
none,Northern Ireland and effectively put an end to the proceedings.,0,1202,3,4,190,253,10,0.4184706509
none,Not all the questions asked by the defence had been answered.,0,967,0,1,0,61,11,0.3879033029
none,Not every aspect of private life automatically qualifies for protection under the Convention.,0,663,0,1,0,93,13,0.6489443183
none,"Obviously, it has often been pointed out that the Court's case-law has evolved considerably since the Convention came into force.",0,1935,0,1,0,129,21,0.4126175344
none,"Offences (Amendment) Act 1976.""",0,175,1,2,432,463,4,0.4325693846
none,"Officer is not the prosecuting authority,",0,1064,1,2,21,62,6,0.2984161973
none,Officer's effective control of the court-martial hearing through the.,0,1069,2,7,134,203,10,0.3011407852
none,Officer) that they lacked independence or impartiality.,0,1067,5,6,319,374,7,0.4281543791
none,On 17 September 1990 the Law Commission provisionally recommended that the immunity rule be abolished (see paragraphs 24 and 25 above).,0,358,1,2,264,399,21,0.4322797656
none,On 19 September 1990 there certainly was a family life relationship between the applicant and Ersin.,0,587,0,1,0,100,16,0.4234700799
none,"On 7 September 1992, i.e.",0,1445,0,5,0,25,6,0.3112421036
none,"On the advice of the Minister of State to await a report of the Criminal Law Revision Committee, an amendment that would have abolished the immunity was withdrawn and never voted upon.",0,357,2,4,348,532,32,0.5101134777
none,"On the other hand, insofar as the facts complained of relate to.",0,1416,0,4,0,64,12,0.3840491772
none,"On the other hand, it supports the opinion that the media too can be obliged to take a clear stand in the area of racial discrimination and hatred.",0,730,0,1,0,147,28,0.5901770592
none,"On the other hand, the Court notes that there are substantial delays attributable to the authorities.",0,480,0,1,0,101,16,0.5066863298
none,"On the other hand, the administrative authorities found, in order to bring the applicant's case within the ambit of section 5 of the Road Traffic Act, that that alcohol level had been attained.",0,531,0,1,0,193,33,0.4565439522
none,"On the other hand, this was a case of armed robbery and it is understandable that the witnesses - even though they were police officers - should be in fear of reprisals from trigger-happy criminals.",0,996,0,1,0,198,34,0.556943059
none,"On the whole, the Bulgarian authorities reacted adequately to the.",0,1457,0,2,0,66,10,0.3229128122
none,"Once that is done, the further information that she was being charged with a given offence can, within a reasonable time, follow.",0,1706,0,1,0,129,22,0.4711534381
none,"Organisation Act 1990 (Gerichtsverfassungsgesetz) that, in view of the.",0,1360,3,6,174,245,9,0.367857784
none,"Organisation Act, which entitles the parties to court proceedings to.",0,1362,1,5,56,125,10,0.3373115361
none,Other types of behaviour may give rise to civil proceedings (internal telephone tapping for example).,0,667,0,1,0,101,15,0.7407212853
none,Otherwise the person in contempt would in effect have achieved his purpose.,0,1483,0,1,0,75,12,0.3953388333
none,Parties in the Convention.,0,171,2,3,275,301,4,0.347643584
none,"Provided that the purpose of the arrest and detention is genuinely to bring the person before the competent legal authority, the mechanics of how this is to be achieved will not be decisive.",0,1625,0,1,0,190,33,0.497302562
none,Publication thereby protected those operating that system in the future.,0,1148,0,1,0,72,10,0.652356565
none,Publication was also necessary to protect the economic well-being of the country as the report revealed weakness in the system of takeover bids.,0,1147,0,1,0,144,24,0.6455875635
none,"Publication was delayed until questions of criminal prosecution had been decided, and sufficient notice was given to the.",0,1146,0,2,0,121,18,0.4472146332
none,Recalling its reasoning with regard to complaint no.,0,1333,0,3,0,52,8,0.3105469644
none,Recalling its reasoning with regard to complaint no.,0,1356,0,7,0,52,8,0.3105469644
none,Regard must also be.,0,1287,0,2,0,20,4,0.3316103518
none,Reservations of a general character shall not be permitted under this Article (art.,0,1741,0,2,0,83,13,0.3722821176
none,Reservations of a general character shall not be permitted under this Article (art.,0,1785,0,2,0,83,13,0.3722821176
none,Reservations of a general character shall not be permitted under this Article (art.,0,850,0,2,0,83,13,0.3722821176
none,Reservations of a general character shall not be permitted under this Article (art.,0,494,0,2,0,83,13,0.3722821176
none,Restrictions were put on their management of Harrods Bank.,0,1126,0,1,0,58,9,0.4280370772
none,"Rightly so, for, generally speaking, it may be assumed that after a period of between three and five years immigrants become rooted in the country of settlement.",0,579,0,1,0,161,27,0.4563741982
none,S. 115 of the Penal Code.,0,1240,3,4,168,193,6,0.3913435042
none,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here",0,496,0,1,0,127,20,0.5910605788
none,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",0,1743,0,1,0,128,20,0.6082231402
none,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",0,1787,0,1,0,128,20,0.6082231402
none,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",0,852,0,1,0,128,20,0.6082231402
none,See paragraph 4.2 of my dissenting opinion in the case of Brozicek v. Italy of 19 December 1989 (Series A no.,0,1938,0,5,0,109,22,0.3877004981
none,"Sexual acts and abuse, even when not criminal, give rise to liability.",0,668,0,1,0,70,12,0.6665525436
none,She did not accept that the reason advanced for non-disclosure was a genuine or valid one.,0,1587,0,1,0,90,17,0.4502049387
none,"She was, moreover, able to visit Turkey with her husband in July and August 1995 (see paragraph 19 above).",0,570,0,1,0,106,19,0.4452849925
none,Similar conclusions apply to the taking and retention of a photograph of Mrs Murray at the Army centre (see paragraphs 13 and 14 above).,0,1669,0,1,0,136,24,0.4378358126
none,"Since Ersin was born from the legitimate marriage between the applicant and his wife,",0,588,0,1,0,85,14,0.3324484527
none,"Since the film would have been dispensed in video boxes which would have included a description of its content, only consenting adults would ever have been confronted with it.",0,1850,0,1,0,175,29,0.4334579706
none,Since the only justification for his detention is risk.,0,1380,0,2,0,55,9,0.3695475459
none,Social Council could reasonably find it necessary to order and maintain.,0,1329,6,8,332,404,11,0.5751666427
none,Social Council may decide how the public care is to be implemented.,0,1324,1,2,65,132,12,0.4057511687
none,Social Council's care plan to the administrative courts.,0,1318,2,3,137,193,8,0.2841567099
none,Some weeks before her arrest two of Mrs Murray's brothers had been convicted in the USA of offences connected with purchase of arms for the Provisional IRA (see paragraph 10 above).,0,1612,0,1,0,181,31,0.4848855734
none,Special arrangements have apparently been made.,0,1328,0,2,0,47,6,0.42473647
none,"State and having regard, inter alia, to the situation in South-East.",0,126,3,6,189,257,12,0.3640998006
none,State invoking the rule,0,1214,2,3,135,158,4,0.3003721833
none,"States enjoy a margin of appreciation in their decision whether to publish reports of the present kind, provided that the decision is not taken arbitrarily or with malice towards the particular individuals involved.",0,1116,0,1,0,215,33,0.6859859824
none,"Such elements or consequences are, it is true, not infrequently found in the context of adjudicatory proceedings.",0,378,1,2,300,413,17,0.6603907347
none,"Such evidence may have been unobtainable or, in view of the nature of the suspected offences, impossible to produce in court without endangering the lives of others"" (loc.",0,1592,0,3,0,171,28,0.5417342782
none,Such investigations as were carried out were biased and inadequate.,0,307,0,1,0,67,10,0.7001058459
none,Swedish courts as constituting the legal basis for access restrictions.,0,1325,2,5,79,150,10,0.4002406597
none,"Taken as a whole, the feature could not objectively have appeared to have as its purpose the propagation of racist views and ideas.",0,713,0,1,0,131,23,0.5793991685
none,Television was a powerful medium and a majority of Danes normally viewed the news programme in which the item was broadcast.,0,695,0,1,0,124,21,0.4900666773
none,Temple v. the United Kingdom (No.,0,147,1,4,45,78,6,0.3194812536
none,"That being so the conviction of the applicants was based ""to a decisive extent"" on these anonymous statements.",0,991,0,1,0,110,18,0.4660802484
none,That possibility is all the more real because Ersin has always lived there and has therefore grown up in the cultural and linguistic environment of his country.,0,573,0,1,0,160,27,0.4504388869
none,That provision (P7-4) does not therefore apply before new proceedings have been opened.,0,526,0,1,0,87,14,0.5348154902
none,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",0,1735,0,1,0,168,33,0.5672547817
none,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",0,844,0,1,0,168,33,0.5672547817
none,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",0,488,0,1,0,168,33,0.5672547817
none,The Assize Court's own duty to ensure a fair trial of the persons accused of murder in the present case required it to possess the summary power to deal with any contempt before it.,0,1481,0,1,0,181,34,0.5265102386
none,The Commission cannot find that the second applicant's placement.,0,1301,0,4,0,65,10,0.3481765091
none,The Commission concludes that this application cannot be rejected.,0,128,0,4,0,66,10,0.428022027
none,The Commission concludes that this application cannot be.,0,101,0,5,0,57,9,0.3731127083
none,The Commission considers that the Government's argument could only be accepted if it were clear that the application was based on untrue facts.,0,54,0,2,0,143,23,0.4775534868
none,The Commission considers that the Government's argument could only be accepted if it were clear that the application was based on untrue facts.,0,96,0,1,0,143,23,0.4775534868
none,The Commission considers that the Inter-Parliamentary Union.,0,1413,0,5,0,60,8,0.3014204204
none,The Commission considers that the access restrictions now at.,0,1321,0,3,0,61,9,0.3160131574
none,The Commission considers that this complaint could be raised in.,0,1334,0,5,0,64,10,0.3305518031
none,"The Commission considers, in the light of the parties'.",0,129,0,9,0,55,9,0.3575800657
none,"The Commission does not deem it necessary to determine whether there exists an administrative practice on the part of Turkish authorities tolerating abuses of human rights of the kind alleged by the applicant, because",0,65,0,1,0,217,34,0.5142965913
none,The Commission does not deem it necessary to determine whether.,0,115,0,6,0,63,10,0.4490260184
none,The Commission does not deem it necessary to determine whether.,0,121,0,6,0,63,10,0.4490260184
none,The Commission finds no appearance.,0,1269,0,2,0,35,5,0.3449440897
none,The Commission finds no indication that the first applicant has.,0,1318,0,3,0,64,10,0.4065687954
none,The Commission finds that it is thus not faced with the issue of.,0,1364,0,4,0,65,13,0.3456034064
none,The Commission finds that the applicant's state of ill-health was.,0,1452,0,4,0,66,11,0.386045903
none,"The Commission finds that the applicant, who was convicted for.",0,1174,0,4,0,63,10,0.3082576096
none,The Commission finds that the suggested application for discretionary relief in the instant case cannot do so either.,0,163,0,1,0,117,19,0.4685405493
none,The Commission notes that S. 91 of the Austrian Court.,0,1362,0,5,0,54,10,0.272960633
none,"The Commission notes that before 7 September 1992, i.e.",0,1439,0,4,0,55,10,0.3003510237
none,The Commission notes that in the context of the section 9 powers the Secretary of State has a very wide discretion.,0,145,0,1,0,115,21,0.4439280033
none,The Commission notes that the Supreme Court in the final resort.,0,1420,0,2,0,64,11,0.2972375453
none,The Commission notes that the applicant's conviction involved his writings.,0,42,0,1,0,75,10,0.4239771366
none,The Commission notes that the proceedings instituted against the.,0,1460,0,2,0,65,9,0.2881236076
none,The Commission notes the declaration by the applicant's representatives that the applicant's father wishes to pursue proceedings before the Commission.,0,56,0,1,0,151,20,0.4162380397
none,The Commission observes that the Inter-Parliamentary Union is an.,0,1407,0,4,0,65,10,0.2942117155
none,The Commission observes that the refusal at issue dates back to.,0,1275,0,2,0,64,11,0.3417473435
none,The Commission observes that the second applicant was transferred.,0,1299,0,4,0,66,9,0.3522850275
none,"The Commission recalls that ""family life"" within the meaning of.",0,1278,0,8,0,64,10,0.2890887856
none,The Commission recalls that any complaints about facts relating.,0,1426,0,7,0,64,9,0.3051421642
none,The Commission recalls that in the case of.,0,147,0,4,0,43,8,0.3077795506
none,"The Commission recalls, on the one hand, that with effect from.",0,1415,0,5,0,63,11,0.3029358089
none,The Commission was of the opinion that the applicant had been injured during his time in police custody (see paragraph 23 above).,0,242,0,1,0,129,22,0.4450130165
none,The Commission's task is to.,0,1346,0,2,0,28,5,0.338187784
none,"The Commission, after analysing the purposes served by the preparation and publication of the Inspectors' report, came to the conclusion that the Inspectors had an ""investigative rather than determinative"" role (paragraph 64 of the Commission's report).",0,374,0,1,0,253,36,0.4627364576
none,The Constitutional Court is not such a body.,0,1751,0,1,0,44,8,0.3582516015
none,The Constitutional Court is not such a body.,0,1799,0,1,0,44,8,0.3582516015
none,The Constitutional Court is not such a body.,0,865,0,1,0,44,8,0.3582516015
none,The Constitutional Court is not such a body.,0,511,0,1,0,44,8,0.3582516015
none,"The Court agrees with the applicant that, essentially, he was asked for mitigation rather than given a full opportunity to defend himself against a charge which would have grave consequences for his liberty.",0,1547,0,1,0,207,33,0.5014585257
none,The Court also notes that the appeal did not have a suspensive effect on the judgment of the Assize Court.,0,1523,0,1,0,106,20,0.4550534189
none,"The Court considers that one of the roles which the State is unquestionably entitled to undertake is to seek to regulate, through the operation of the criminal law, activities which involve the infliction of physical harm.",0,677,0,1,0,222,36,0.5184847713
none,The Court considers that the applicant must have suffered distress on account of the facts of the case.,0,1574,0,1,0,103,18,0.4922961891
none,The Court considers that the decisive feature of the case is that the judges of the court which convicted the applicant were the same judges before whom the contempt was allegedly committed.,0,1493,0,1,0,190,32,0.4637958407
none,"The Court considers that the present proceedings can clearly be distinguished from the custody proceedings, as they concerned merely the fixing of maintenance payments and were not particularly complex.",0,475,0,1,0,202,29,0.4519197941
none,"The Court does not find that, in relation to any of the applicants, the means employed by the authorities in this regard were disproportionate to the aim pursued.",0,1670,0,1,0,162,28,0.4577735662
none,The Court endorses in this respect the statement of the Supreme Court of the United States in the case of Offutt v. USA (348 U.S. 11.,0,1501,0,2,0,133,27,0.4339158237
none,The Court finds no evidence in support of the applicants' allegations in either the conduct of the proceedings against them or the judgment of the House of Lords.,0,656,0,1,0,162,28,0.5393543243
none,"The Court has found it established that the security forces deliberately destroyed the applicant's house and property, obliging his family to leave their village (see paragraph 47 above).",0,322,0,1,0,187,28,0.5105807781
none,The Court is accordingly prepared to attach some credence to the respondent Government's declaration concerning the existence of reliable but confidential information grounding the suspicion against Mrs Murray.,0,1604,0,1,0,210,28,0.4660038352
none,"The Court is fully aware that the provisions in question differ not only as regards the designation of the offences but also, more importantly, as regards their nature and purpose.",0,532,0,1,0,180,30,0.432100296
none,"The Court is not convinced by the argument, also stressed by the national courts (see paragraphs 14 and 18 above), that the Greenjackets item was presented without any attempt to counterbalance the extremist views expressed.",0,718,0,1,0,224,35,0.4132567644
none,"The Court notes at the outset that there is no ""brief statement"" of the law which is said not to conform to Articles 3 and 4 of Protocol No.",0,522,0,2,0,140,29,0.3240572512
none,"The Court notes that the Convention forms an integral part of the Greek legal system, where it takes precedence over every contrary provision of the law (Article 28 para.",0,1923,0,2,0,170,29,0.3787602186
none,"The Court notes that the applicant's home was burned down before the eyes of members of his family, depriving them of shelter and support and obliging them to leave their home and friends.",0,315,0,1,0,188,33,0.5106064081
none,The Court notes that the charges of assault were numerous and referred to illegal activities which had taken place over more than ten years.,0,660,0,1,0,140,24,0.5335041881
none,"The Court notes that, had the Parole Board's recommendations been binding on the Secretary of State, the applicant would have joined a pre-release employment scheme in July 1994.",0,951,0,1,0,178,29,0.4995255768
none,"The Court notes that, had the Parole Board's recommendations been binding on the Secretary of State, the applicant would have joined a pre-release employment scheme in July 1994.",0,958,0,1,0,178,29,0.4995255768
none,"The Court observes that the convening officer, as was his responsibility under the rules applicable at the time, played a significant role before the hearing of Mr Findlay's case.",0,195,0,1,0,179,29,0.4339668453
none,The Court observes that the two applicants are not personally concerned by the detention of these four persons.,0,791,0,1,0,111,18,0.4272409081
none,"The Court recalls its decision in the case of Brogan and Others v. the United Kingdom (judgment of 29 November 1988, Series A no.",0,261,0,5,0,129,24,0.3725930452
none,"The Court recalls, however, that because of the special circumstances which existed in his case (see paragraph 57 above), Mr Aksoy did not even attempt to make an application before the civil courts.",0,280,0,1,0,199,33,0.4145074487
none,The Court reiterates that Article 3 of the Convention enshrines one of the fundamental values of a democratic society.,0,308,0,1,0,118,19,0.4788734317
none,The Court reiterates that it is of the utmost importance for the effective operation of the system of individual petition instituted by Article 25 of the Convention (art.,0,282,0,2,0,170,28,0.3848801553
none,The Court reiterates that the essential object of Article 8 (art.,0,553,0,2,0,65,11,0.3361230195
none,"The Court thus indicated that when speaking of ""law"" Article 7 (art.",0,343,0,2,0,68,12,0.3129358292
none,The Government also argue that the Judge Advocate must satisfy.,0,1066,0,3,0,63,10,0.3122889698
none,The Government also refer in this context to the Convention.,0,1432,0,9,0,60,10,0.3024359941
none,"The Government also submit that, in light of the importance of.",0,1074,0,3,0,63,11,0.2928451002
none,The Government and the Commission were of the view that by November 1989 there was significant doubt as to the validity of the alleged marital immunity for rape.,0,351,0,1,0,161,28,0.4488916099
none,The Government consider that the absence of an oral public and.,0,1171,0,4,0,63,11,0.2981808484
none,The Government contended that the applicant had edited the Greenjackets item in a sensationalist rather than informative manner and that its news or information value was minimal.,0,694,0,1,0,179,27,0.4510107636
none,The Government found the sum claimed excessive.,0,955,0,1,0,47,7,0.4181723595
none,The Government found the sum claimed excessive.,0,959,0,1,0,47,7,0.4181723595
none,The Government further submit that the interference was.,0,1191,0,2,0,56,8,0.3010669053
none,The Government have contended that the applicants could.,0,1086,0,6,0,56,8,0.4199892581
none,"The Government have contended, inter alia, that the report did not interfere with the private lives of the applicants.",0,1111,0,1,0,118,19,0.6051827669
none,"The Government next submits, in respect of Article 26 (Art.",0,48,0,2,0,59,10,0.320336014
none,The Government point out that any appeal.,0,1390,0,3,0,41,7,0.297398895
none,The Government point out that any.,0,1170,0,3,0,34,6,0.2729362249
none,The Government submit that extending aid to Third World countries.,0,1430,0,2,0,66,10,0.3567258716
none,The Government submit that the applicant's detention served no.,0,1433,0,4,0,63,9,0.3027800322
none,The Government submitted that the applicant's allegations were based on the assumption that the judges had been involved in the matter as complainants and had therefore had a personal interest in the subsequent proceedings.,0,1474,0,1,0,223,34,0.4596410394
none,The Government underline that.,0,1397,0,6,0,30,4,0.3667045832
