,name,argument,clause_id
266,08.txt,"Judicial control of interferences by the executive with the individual’s right to liberty is an essential feature of the guarantee embodied in Article 5 para. 3 (art. 5-3), which is intended to minimise the risk of arbitrariness and to ensure the rule of law ",5d3d9d863e582511aa1cc62b
267,08.txt,"(see the above-mentioned Brogan and Others judgment, p. 32, para. 58). ",5d3d9e1d3e582511aa1cc62d
268,08.txt," In the Brannigan and McBride judgment (cited at paragraph 68 above), the Court held that the United Kingdom Government had not exceeded their margin of appreciation by derogating from their obligations under Article 5 of the Convention (art. 5) to the extent that individuals suspected of terrorist offences were allowed to be held for up to seven days without judicial control.",5d3d9e873e582511aa1cc62f
269,08.txt,"Furthermore, prompt judicial intervention may lead to the detection and prevention of serious ill treatment, which, as stated above (paragraph 62), is prohibited by the Convention in absolute and non-derogable terms.",5d3d9ec53e582511aa1cc631
270,08.txt,who was detained over a long period of time.,5d3d9ff73e582511aa1cc634
271,08.txt,"In particular, the denial of access to a lawyer, doctor, relative or friend and the absence of any realistic possibility of being brought before a court to test the legality of the detention meant that he was left completely at the mercy of those holding him.",5d3da01a3e582511aa1cc635
272,08.txt," the Court considers that in this case insufficient safeguards were available to the applicant,",5d3da08a3e582511aa1cc637
273,08.txt," Accordingly, in view in particular of the lack of any investigation, the Court finds that the applicant was denied an effective remedy in respect of his allegation of torture.",5d3da0f73e582511aa1cc639
274,08.txt," In the Court’s view, against this background, it is more appropriate to consider this complaint in relation to the more general obligation on States under Article 13 (art. 13) to provide an effective remedy in respect of violations of the Convention.
2. Article 13 of the Convention (art. 13)",5d3da1473e582511aa1cc63b
275,08.txt,"Nevertheless, the remedy required by Article 13 (art. 13) must be ""effective"" in practice as well as in law, in particular in the sense that its exercise must not be unjustifiably hindered by the acts or omissions of the authorities of the respondent State.",5d3da1973e582511aa1cc63c
276,08.txt,"Indeed, under Turkish law the prosecutor was under a duty to carry out an investigation.",5d3da1b83e582511aa1cc63d
277,08.txt,"The Court recalls that Article 6 para. 1 (art. 6-1) embodies the ""right to a court"", of which the right of access, that is, the right to institute proceedings before a court in civil matters, constitutes one aspect (see, for example, the Holy Monasteries v. Greece judgment of 9 December 1994, Series A no. 301-A, pp. 36-37, para. 80).",5d3da25f3e582511aa1cc63f
278,08.txt,"There can be no doubt that Article 6 para. 1 (art. 6-1) applies to a civil claim for compensation in respect of ill treatment allegedly committed by agents of the State (see, for example, the Tomasi judgment cited at paragraph 61 above, p. 43, paras. 121-22).",5d3da27a3e582511aa1cc640
279,08.txt,"The Court recalls, however, that because of the special circumstances which existed in his case (see paragraph 57 above), Mr Aksoy did not even attempt to make an application before the civil courts.",5d3da30e3e582511aa1cc642
280,08.txt,"(see the Akdivar and Others judgment cited at paragraph 38 above, p. 1219, para. 105).",5d3da3693e582511aa1cc644
281,08.txt, The Court reiterates that it is of the utmost importance for the effective operation of the system of individual petition instituted by Article 25 of the Convention (art. 25) that applicants or potential applicants are able to communicate freely with the Commission without being subjected to any form of pressure from the authorities to withdraw or modify their complaints,5d3da3b83e582511aa1cc646
282,08.txt,"That being so, in the present case the Commission was unable to find any evidence to show that Mr Aksoy’s death was connected with his application, or that the State authorities had been responsible for any interference, in the form of threats or intimidation, with his rights under Article 25 para. 1 (art. 25-1), and no new evidence in this connection was presented to the Court.",5d3da3d43e582511aa1cc647
283,08.txt,"The respondent Government, both in that case and the present case, submitted to the Commission in the first place and later to the European Court - both in their memorial and at the public hearing - dozens of judgments of the courts of first instance or the supreme courts such as the Court of Cassation or the Supreme Administrative Court.
7.   Most of these judgments concerned cases in south-eastern Turkey where acts of terrorism are being committed and where the present case occurred. The following examples give a brief summary of some of these decisions.",5d3da4493e582511aa1cc649
284,08.txt,"I consider that ""where there is doubt"", and especially where there is doubt, domestic remedies must be exhausted as required by the Commission (decision of 14 March 1985, Garcia v. Switzerland, application no. 10148/82, Decisions and Reports 42, p. 98). And the applicant did nothing of the sort.",5d3da4773e582511aa1cc64a
285,08.txt,"The rule is also inapplicable where an administrative practice consisting of a repetition of acts incompatible with the Convention and official tolerance by the State authorities has been shown to exist, and is of such a nature as to make proceedings futile or ineffective (see the above-mentioned Akdivar and Others judgment, p. 1210, paras. 66 and 67).",5d52a7803e582511aa1ce2d4
286,08.txt, The Court emphasises that its approach to the application of the rule must make due allowance for the fact that it is being applied in the context of machinery for the protection of human rights that the Contracting Parties have agreed to set up. ,5d3d85853e582511aa1cc602
287,08.txt,"(see the above-mentioned Akdivar and Others judgment, p. 1210, paras. 66 and 67).",5d3d85eb3e582511aa1cc604
288,08.txt,He referred to medical evidence from Dicle University Medical Faculty which showed that he was suffering from a bilateral brachial plexus injury at the time of his admission to hospital (see paragraph 19 above).,5d52ab903e582511aa1ce2d7
289,08.txt,"This injury was consistent with Palestinian hanging.
",5d52abd53e582511aa1ce2d8
290,08.txt," He claimed to have been kept blindfolded during interrogation, which caused disorientation; to have been suspended from his arms, which were tied together behind his back (""Palestinian hanging""); to have been given electric shocks, which were exacerbated by throwing water over him; and to have been subjected to beatings, slapping and verbal abuse.",5d3d962b3e582511aa1cc613
291,08.txt,He submitted that the treatment complained of was sufficiently severe as to amount to torture; it was inflicted with the purpose of inducing him to admit that he knew the man who had identified him.,5d52cad83e582511aa1ce2da
292,08.txt,"In addition, he contended that the conditions in which he was detained (see paragraph 13 above) and the constant fear of torture which he suffered while in custody amounted to inhuman treatment.",5d52cb0c3e582511aa1ce2db
293,08.txt,"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms torture or inhuman or degrading treatment or punishment.",5d5a48523e582511aa1ce8e6
294,08.txt,"In order to determine whether any particular form of ill-treatment should be qualified as torture, the Court must have regard to the distinction drawn in Article 3 (art. 3) between this notion and that of inhuman or degrading treatment.",5d5a48743e582511aa1ce8e7
295,08.txt,"The Court recalls that the Commission found, inter alia, that the applicant was subjected to ""Palestinian hanging"", in other words, that he was stripped naked, with his arms tied together behind his back, and suspended by his arms (see paragraph 23 above).
In the view of the Court this treatment could only have been deliberately inflicted; indeed, a certain amount of preparation and exertion would have been required to carry it out.",5d5a49633e582511aa1ce8ea
296,08.txt, It would appear to have been administered with the aim of obtaining admissions or information from the applicant.,5d5a497c3e582511aa1ce8eb
297,08.txt," In addition to the severe pain which it must have caused at the time, the medical evidence shows that it led to a paralysis of both arms which lasted for some time (see paragraph 23 above).",5d5a49bd3e582511aa1ce8ec
298,08.txt,"Article 3 (art. 3), as the Court has observed on many occasions, enshrines one of the fundamental values of democratic society.",5d5a4a933e582511aa1ce8ee
299,08.txt,The Court considers that this treatment was of such a serious and cruel nature that it can only be described as torture.,5d5a4dcc3e582511aa1ce8f0
300,08.txt," In addition, according to the ""generally recognised rules of international law"" to which Article 26 (art. 26) makes reference, there may be special circumstances which absolve the applicant from the obligation to exhaust the domestic remedies at his disposal.",5d3d84d83e582511aa1cc5ff
301,08.txt,"(see the Akdivar and Others judgment cited at paragraph 38 above, p. 1210, para. 65).",5d3d86663e582511aa1cc607
302,08.txt,"The rule is based on the assumption, reflected in Article 13 of the Convention (art. 13) - with which it has close affinity -, that there is an effective remedy available in respect of the alleged breach in the domestic system whether or not the provisions of the Convention are incorporated in national law.",5d3d84743e582511aa1cc5fd
303,08.txt,"He stated that there was a policy on the part of the State authorities of denying that torture ever took place, which made it extremely difficult for victims to succeed in receiving compensation and in having those responsible brought to justice.",5f92f42dbf181507836fa1a0
304,08.txt,"For example, it was now impossible for individuals alleging torture to obtain medical reports proving the extent of their injuries, because the forensic medical service had been reorganised and doctors who issued such reports were either threatened or moved to a different area.",5f92f44ebf181507836fa1a2
305,08.txt,Prosecutors in the state of emergency region routinely failed to open investigations into alleged abuses of human rights and frequently refused even to acknowledge complaints.,5f92f55dbf181507836fa1a6
306,08.txt,Such investigations as were carried out were biased and inadequate.,5f92f56dbf181507836fa1a7
307,09.txt,The Court reiterates that Article 3 of the Convention enshrines one of the fundamental values of a democratic society.,5d3db77b3e582511aa1cc64c
308,09.txt,"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms treatment contrary to this provision.",5d3db7a73e582511aa1cc64d
309,09.txt,Ill-treatment must attain a minimum level of severity if it is to fall within the scope of Article 3.,5d3db80f3e582511aa1cc64f
310,09.txt,The assessment of this minimum is relative:,5d3db86d3e582511aa1cc651
311,09.txt,"it depends on all the circumstances of the case, such as the duration of the treatment, its physical and/or mental effects and, in some cases, the sex, age and state of health of the victim ",5d3db88f3e582511aa1cc652
312,09.txt,"(see Selçuk and Asker v. Turkey, judgment of 24 April 1998, Reports of Judgments and Decisions 1998-II, p. 909, §§ 75-76).",5d3db9113e582511aa1cc654
313,09.txt,"it depends on all the circumstances of the case, such as the duration of the treatment, its physical and/or mental effects and, in some cases, the sex, age and state of health of the victim ",5d3db9f43e582511aa1cc656
314,09.txt,"The Court notes that the applicant’s home was burned down before the eyes of members of his family, depriving them of shelter and support and obliging them to leave their home and friends.",5d3dba143e582511aa1cc657
315,09.txt,The Court considers that the destruction of the applicant’s home and possessions in the above circumstances must have caused him suffering of sufficient severity for the acts of the security forces to be categorised as inhuman treatment within the meaning of Article 3,5d3dbbdb3e582511aa1cc65a
316,09.txt,"(see Selçuk and Asker, cited above, p. 910, §§ 77-78).",5d3dbc393e582511aa1cc65c
317,09.txt,"(see in this respect Selçuk and Asker v. Turkey, nos. 23184/94 and 23185/94, Commission’s report of 28 November 1996, §§ 185-187).",5d3dbc9f3e582511aa1cc65e
318,09.txt, The notion of security of person has not been given an independent interpretation,5d3dbd163e582511aa1cc660
319,09.txt, The Court recalls that the primary concern of Article 5 § 1 of the Convention is protection from an arbitrary deprivation of liberty.,5d3dbf753e582511aa1cc663
320,09.txt,"The notion of security of person has not been given an independent interpretation (see in this respect Selçuk and Asker v. Turkey, nos. 23184/94 and 23185/94, Commission’s report of 28 November 1996, §§ 185-187).",5d5a4fb73e582511aa1ce8f2
321,09.txt,"The Court has found it established that the security forces deliberately destroyed the applicant’s house and property, obliging his family to leave their village (see paragraph 47 above). ",5d3dc05c3e582511aa1cc665
322,09.txt,"There is no doubt that these acts, in addition to giving rise to a violation of Article 3, constituted a grave and unjustified interference with the applicant’s rights to respect for his private and family life and home, and to the peaceful enjoyment of his possessions (see Menteş and Others v. Turkey, judgment of 28 November 1997, Reports 1997-VIII, p. 2711, § 73, and Dulaş v. Turkey, no. 25801/94, § 60, 30 January 2001).",5d3dc07d3e582511aa1cc666
323,09.txt," In respect of this second part of the domestic investigation, the Court considers that the authorities who were responsible for the investigation lacked the requisite independence and impartiality.",5d3dc1013e582511aa1cc669
324,09.txt,It is also clear from the witness testimonies that the Kulp District Gendarme Commander further delegated the Kulp Gendarme Station Commander to conduct the investigation. ,5d3dc1633e582511aa1cc66b
325,09.txt,"Given the seriousness of the allegations, the Court is of the opinion that the public prosecutor was under an obligation to gather and record evidence which would help to shed light on the facts of the incident.",5d3dc1b83e582511aa1cc66d
326,09.txt,"However, it is noted that the public prosecutor’s investigation was limited to taking statements from the three complainants.",5d3dc1dd3e582511aa1cc66e
327,09.txt,"It does not appear that any attempt was made to carry out an on-site inspection at the scene of the incident, to establish the true version of the facts through questioning other villagers who might have witnessed the events or to interview the members of security forces who were allegedly involved in the incident.",5d3dc1fb3e582511aa1cc66f
328,10.txt," It is to be observed that a crucial issue in the judgment of the Court of Appeal (summarised at paragraph 14 above) related to the definition of rape in section 1 (1) (a) of the 1976 Act: ""unlawful sexual intercourse with a woman who at the time of the intercourse does not consent to it"".  The question was whether ""removal"" of the marital immunity would conflict with the statutory definition of rape, in particular whether it would be prevented by the word ""unlawful"".  The Court of Appeal carefully examined various strands of interpretation of the provision in the case-law, including the argument that the term ""unlawful"" excluded intercourse within marriage from the definition of rape.",5d3dc4b33e582511aa1cc671
329,10.txt,"In this connection, the Court recalls that it is in the first place for the national authorities, notably the courts, to interpret and apply national law (see, for instance, the Kemmache v. France (no. 3) judgment of 24 November 1994, Series A no. 296-C, pp. 86-87, para. 37).  It sees no reason to disagree with the Court of Appeal’s conclusion, which was subsequently upheld by the House of Lords (see paragraph 15 above), that the word ""unlawful"" in the definition of rape was merely surplusage and did not inhibit them from ""removing a common law fiction which had become anachronistic and offensive"" and from declaring that ""a rapist remains a rapist subject to the criminal law, irrespective of his relationship with his victim"" (see paragraph 14 above). ",5d3dc4ed3e582511aa1cc672
330,10.txt," The decisions of the Court of Appeal and then the House of Lords did no more than continue a perceptible line of case-law development dismantling the immunity of a husband from prosecution for rape upon his wife (for a description of this development, see paragraphs 14 and 20-25 above).",5d3dc51a3e582511aa1cc673
331,10.txt,"Moreover, there was an evident evolution, which was consistent with the very essence of the offence, of the criminal law through judicial interpretation towards treating such conduct generally as within the scope of the offence of rape. ",5d3dc5483e582511aa1cc674
332,10.txt,"The essentially debasing character of rape is so manifest that the result of the decisions of the Court of Appeal and the House of Lords - that the applicant could be convicted of attempted rape, irrespective of his relationship with the victim - cannot be said to be at variance with the object and purpose of Article 7 (art. 7) of the Convention, namely to ensure that no one should be subjected to arbitrary prosecution, conviction or punishment (see paragraph 32 above).",5d3dc5eb3e582511aa1cc676
333,10.txt," What is more, the abandonment of the unacceptable idea of a husband being immune against prosecution for rape of his wife was in conformity not only with a civilised concept of marriage but also, and above all, with the fundamental objectives of the Convention, the very essence of which is respect for human dignity and human freedom. ",5d3dc6023e582511aa1cc677
334,10.txt,"(see, for instance, the Kemmache v. France (no. 3) judgment of 24 November 1994, Series A no. 296-C, pp. 86-87, para. 37).",5d3dc7633e582511aa1cc679
335,10.txt,"   The guarantee enshrined in Article 7 (art. 7), which is an essential element of the rule of law, occupies a prominent place in the Convention system of protection, as is underlined by the fact that no derogation from it is permissible under Article 15 (art. 15) in time of war or other public emergency.",5d3dc80b3e582511aa1cc67b
336,10.txt,"It should be construed and applied, as follows from its object and purpose, in such a way as to provide effective safeguards against arbitrary prosecution, conviction and punishment.",5d3dc8283e582511aa1cc67c
337,10.txt,"Accordingly, as the Court held in its Kokkinakis v. Greece judgment of 25 May 1993 (Series A no. 260-A, p. 22, para. 52), Article 7 (art. 7) is not confined to prohibiting the retrospective application of the criminal law to an accused’s disadvantage: it also embodies, more generally, the principle that only the law can define a crime and prescribe a penalty (nullum crimen, nulla poena sine lege) and the principle that the criminal law must not be extensively construed to an accused’s detriment, for instance by analogy. ",5d3dc8703e582511aa1cc67d
338,10.txt,"(see, as a recent authority, the Tolstoy Miloslavsky v. the United Kingdom judgment of 13 July 1995, Series A no. 316-B, pp. 71-72, para. 37)",5d3dca593e582511aa1cc681
339,10.txt,"However clearly drafted a legal provision may be, in any system of law, including criminal law, there is an inevitable element of judicial interpretation.  There will always be a need for elucidation of doubtful points and for adaptation to changing circumstances. Indeed, in the United Kingdom, as in the other Convention States, the progressive development of the criminal law through judicial law-making is a well entrenched and necessary part of legal tradition",5d3dcadf3e582511aa1cc683
340,10.txt,From these principles it follows that an offence must be clearly defined in the law.,5d3e52b23e582511aa1cc685
341,10.txt,"In its aforementioned judgment the Court added that this requirement is satisfied where the individual can know from the wording of the relevant provision and, if need be, with the assistance of the courts’ interpretation of it, what acts and omissions will make him criminally liable.",5d3e52d43e582511aa1cc686
342,10.txt,"The Court thus indicated that when speaking of ""law"" Article 7 (art. 7) alludes to the very same concept as that to which the Convention refers elsewhere when using that term, a concept which comprises written as well as unwritten law and implies qualitative requirements, notably those of accessibility and foreseeability",5d3e52f73e582511aa1cc687
343,10.txt,"However clearly drafted a legal provision may be, in any system of law, including criminal law, there is an inevitable element of judicial interpretation.  There will always be a need for elucidation of doubtful points and for adaptation to changing circumstances. ",5d3e53293e582511aa1cc688
344,10.txt,"The issue was never resolved by the national courts, as the sole ground on which the applicant’s conviction rested was in fact the removal of the common law fiction by the Court of Appeal and the House of Lords. ",5d3e54953e582511aa1cc68f
345,10.txt," Should a foreseeability test akin to that under Article 10 para. 2 (art. 10-2) apply in the instant case, the applicant was of the opinion that it had not been satisfied.",5d3e54ac3e582511aa1cc690
346,10.txt,"Although the Court of Appeal and the House of Lords did not create a new offence or change the basic ingredients of the offence of rape, they were extending an existing offence to include conduct which until then was excluded by the common law.",5d3e54ca3e582511aa1cc691
347,10.txt,They could not be said to have adapted the law to a new kind of conduct but rather to a change of social attitudes. ,5d3e550c3e582511aa1cc692
348,10.txt,"To extend the criminal law, solely on such a basis, to conduct which was previously lawful was precisely what Article 7 (art. 7) of the Convention was designed to prevent. ",5d3e55233e582511aa1cc693
349,10.txt,"Moreover, the applicant stressed, it was impossible to specify with precision when the change in question had occurred.  In November 1989, change by judicial interpretation was not foreseen by the Law Commission, which considered that a parliamentary enactment would be necessary.",5d3e553f3e582511aa1cc694
350,10.txt,The Government and the Commission were of the view that by November 1989 there was significant doubt as to the validity of the alleged marital immunity for rape.,5d3e55ce3e582511aa1cc696
351,10.txt,This was an area where the law had been subject to progressive development and there were strong indications that still wider interpretation by the courts of the inroads on the immunity was probable.,5d3e55e83e582511aa1cc697
352,10.txt,"In particular, given the recognition of women’s equality of status with men in marriage and outside it and of their autonomy over their own bodies, the adaptation of the ingredients of the offence of rape was reasonably foreseeable, with appropriate legal advice, to the applicant.",5d3e560f3e582511aa1cc698
353,10.txt,"In addition, the Government pointed out, on the basis of agreed facts Mr Justice Owen had found that there was an implied agreement between the applicant and his wife to separation and to withdrawal of the consent to intercourse. ",5d3e589d3e582511aa1cc69a
354,10.txt,"A succession of court decisions before and also after that date, for instance on 20 November 1990 in R. v. J. (see paragraph 20 above), had affirmed the general principle of immunity.",5d3e53a93e582511aa1cc68a
355,10.txt,"It was clearly beyond doubt that as at 12 November 1989 no change in the law had been effected, although one was being mooted.",5d3e53c43e582511aa1cc68b
356,10.txt,"The removal of the immunity by the Court of Appeal on 14 March 1991 and the House of Lords on 23 October 1991 occurred by way of direct reversal, not clarification, of the law.
When the House of Commons debated the Bill for the Sexual Offences (Amendment) Act 1976 (see paragraph 17 above), different views on the marital immunity were expressed.  On the advice of the Minister of State to await a report of the Criminal Law Revision Committee, an amendment that would have abolished the immunity was withdrawn and never voted upon.  In its report, which was not presented until 1984, the Criminal Law Revision Committee recommended that the immunity should be maintained and that a new exception should be created.",5d3e53e53e582511aa1cc68c
357,10.txt,"In 1988, when considering certain amendments to the 1976 Act, Parliament had the opportunity to take out the word ""unlawful"" in section 1 (1) (a) (see paragraph 17 above) or to introduce a new provision on marital intercourse, but took no action in this respect.
On 17 September 1990 the Law Commission provisionally recommended that the immunity rule be abolished (see paragraphs 24 and 25 above).",5d3e54443e582511aa1cc68d
358,10.txt,"However, the debate was pre-empted by the Court of Appeal’s and the House of Lords’ rulings in the applicant’s case (see paragraphs 14 and 15 above). ",5d3e546a3e582511aa1cc68e
359,10.txt,"Accordingly, as the Court held in its Kokkinakis v. Greece judgment of 25 May 1993 (Series A no. 260-A, p. 22, para. 52), Article 7 (art. 7)",5f92f89abf181507836fa1b0
360,11.txt,"(see the Artico v. Italy judgment of 13 May 1980, Series A no. 37, pp. 12-13, paras. 24 and 27).",5d3ea07e3e582511aa1cc7a7
361,11.txt,not having applied for judicial review either of the Inspectors’ conduct of the inquiry or of their decision to submit their report to the Secretary of State;,5d3ea0e73e582511aa1cc7a9
362,11.txt,by not having applied for judicial review of the Secretary of State’s decision to publish the Inspectors’ report;,5d3ea1243e582511aa1cc7aa
363,11.txt,by not having pursued the libel proceedings commenced against The Observer newspaper.,5d3ea13b3e582511aa1cc7ab
364,11.txt,"The grounds on which judicial review may be sought (see paragraphs 44 and 45 above) are such that it would not have ensured access to a court for determination of the truth of statements made about the applicants in the Inspectors’ report, the absence of such access being the essence of their complaints under the Convention.",5d3ea1a13e582511aa1cc7ad
365,11.txt,"Nor would the libel actions against The Observer, although to some extent concerned with the same subject-matter (see paragraph 11 above), have provided a remedy against the Inspectors or the Secretary of State as regards the publication of the damaging statements contained in the Inspectors’ report.",5d3ea1b73e582511aa1cc7ae
366,11.txt," The applicants contended that the Inspectors’ investigation and, above all, the publication of the Inspectors’ report gave rise to a violation of Article 6 para. 1 (art. 6-1), which, in so far as relevant, provides:",5d3eb65d3e582511aa1cc7b0
367,11.txt,"The first stage of the applicants’ argument, which was disputed by the Government and not accepted by the Commission, was that",5d3eb6b93e582511aa1cc7b2
368,11.txt," In order for an individual to be entitled to a hearing before a tribunal, there must exist a ""dispute"" (""contestation"") over one of his or her civil rights or obligations.",5d3eb7043e582511aa1cc7b4
369,11.txt,"(see, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no. 43, pp. 20-22, paras. 44-50).",5d3eb74e3e582511aa1cc7b6
370,11.txt,"the respondent Government did not dispute the existence and ""civil"" character of the right under English law to a good reputation.",5d3ebbe83e582511aa1cc7bf
371,11.txt,"The principal purpose of the investigation and report of the Inspectors, they maintained, was to acquire, marshal and set down factual information which would enable the various competent authorities - such as the Director General of Fair Trading, the prosecuting authorities, the Bank of England, the Takeover Panel and the Secretary of State (see paragraphs 23, 27, 30 and 34 above) - to decide what action, if any, to take. ",5d3ebc093e582511aa1cc7c0
372,11.txt,"Four further purposes also existed, none of which, however, included ascertaining whether the applicants merited their good reputation. These additional purposes were dispelling public speculation about the events surrounding the takeover, enabling those concerned in takeovers to learn lessons, laying the foundations for reform of company law and practice, and providing information to HOF’s employees, shareholders and creditors.",5d3ebc293e582511aa1cc7c1
373,11.txt,"The Commission, after analysing the purposes served by the preparation and publication of the Inspectors’ report, came to the conclusion that the Inspectors had an ""investigative rather than determinative"" role (paragraph 64 of the Commission’s report).",5d3ee0133e582511aa1cc7c3
374,11.txt,The Court notes that under the terms of section 432 (2) of the Companies Act 1985 Inspectors can only be appointed if it appears to the Secretary of State that there are circumstances suggesting one or more types of specified wrongdoing or unlawful action in the conduct of a company’s affairs (see paragraph 36 above).,5d3ee05e3e582511aa1cc7c5
375,11.txt,"The Act confers on the Inspectors wide powers to obtain information and obstruction of the Inspectors may, upon reference by them to a court, be treated by it as a contempt of court and punished accordingly (sections 434 and 436 of the Act - see paragraph 38 above).",5d3ee0793e582511aa1cc7c6
376,11.txt,"The principal question addressed by the Inspectors in the instant case can be reduced to whether the Fayed brothers had dishonestly misled the authorities and the public in order to obtain Government clearance and acceptance by the HOF Board of their bid (see paragraphs 13 and 14 above). The Inspectors’ published findings - that the applicants had indeed made dishonest representations concerning their origins, their wealth, their business interests and their resources and had thereafter knowingly submitted false evidence to the Inspectors (see paragraph 22 above) - undoubtedly damaged the applicants’ reputations.",5d3ee08f3e582511aa1cc7c7
377,11.txt,"The competent Ministers and a Parliamentary Select Committee - quite apart, it can be supposed, from a substantial section of public opinion - showed a disposition to accept as correct these findings, publication of which was seen as a kind of sanction (see paragraphs 26, 30, 31, 33 and 34 above).
Such elements or consequences are, it is true, not infrequently found in the context of adjudicatory proceedings.",5d3ee0bf3e582511aa1cc7c8
378,11.txt,"However, the Court is satisfied that the functions performed by the Inspectors were, in practice as well as in theory, essentially investigative",5d3ee1353e582511aa1cc7ca
379,11.txt,(see the similar analysis by the Supreme Court of the United States of America of the function of the Federal Civil Rights Commission in the case of Hannah v. Larche (363 US 420 (1960)).,5d3ee1b23e582511aa1cc7cc
380,11.txt,They themselves said in their report that their findings would not be dispositive of anything (see paragraph 21 above).,5d3ee2153e582511aa1cc7ce
381,11.txt,"They did not make a legal determination as to criminal or civil liability concerning the Fayed brothers, and in particular concerning the latter’s civil right to honour and reputation.",5d3ee2303e582511aa1cc7cf
382,11.txt,"The purpose of their inquiry was to ascertain and record facts which might subsequently be used as the basis for action by other competent authorities - prosecuting, regulatory, disciplinary or even legislative.",5d3ee2413e582511aa1cc7d0
383,11.txt,"Lonrho admittedly exhibited a clear interest in the inquiry and its outcome, by being instrumental in bringing about the appointment of the Inspectors, by submitting evidence and by seeking to prompt action by the Secretary of State (see paragraphs 12 in fine, 13, 19, 24, 25 and 35 above).",5d3ee25e3e582511aa1cc7d1
384,11.txt,"Nonetheless, whilst there was a close connection between Lonrho’s grievance against the Fayed brothers and the matters investigated by the Inspectors (see, inter alia, paragraphs 10-13 and 22 above), the object of the proceedings before the Inspectors was not to resolve any dispute (contestation) between Lonrho and the applicants. ",5d3ee29b3e582511aa1cc7d3
385,11.txt,"Those disputes, and in particular the applicants’ libel claims that Lonrho, through The Observer, had wrongfully damaged their reputations, were being adjudicated by the ordinary courts (see paragraphs 11 and 12 above).",5d3ee2b43e582511aa1cc7d4
386,11.txt,"Likewise, no dispute (contestation) between the Secretary of State or the Inspectors and the applicants as to the lawfulness of any alleged interference with the applicants’ right to reputation arose merely because the applicants contested the grounds on which the Minister decided to appoint the Inspectors and on which the Inspectors conducted their lines of inquiry.",5d3ee2ce3e582511aa1cc7d5
387,11.txt,"The Inspectors described Lonrho and the Fayed brothers as ""bitterly antagonistic parties"" (see paragraph 19 in fine above).",5d3ee2813e582511aa1cc7d2
388,11.txt,"In short, it cannot be said that the Inspectors’ inquiry ""determined"" the applicants’ civil right to a good reputation, for the purposes of Article 6 para. 1 (art. 6-1), or that its result was directly decisive for that right.",5d3ee4293e582511aa1cc7d7
389,11.txt, Acceptance of the applicants’ argument would entail that a body carrying out preparatory investigations at the instance of regulatory or other authorities should always be subject to the guarantees of a judicial procedure set forth in Article 6 para. 1 (art. 6-1) by reason of the fact that publication of its findings is liable to damage the reputation of the individuals whose conduct is being investigated.,5d3ee4453e582511aa1cc7d8
390,11.txt,"The Inspectors did not adjudicate, either in form or in substance.",5d3ee4bc3e582511aa1cc7da
391,11.txt,Such an interpretation of Article 6 para. 1 (art. 6-1) would in practice unduly hamper the effective regulation in the public interest of complex financial and commercial activities.,5d3ee4e23e582511aa1cc7db
392,11.txt,"In the words of the Court’s Golder judgment, ""... Article 6 para. 1 (art. 6-1) secures to everyone the right to have any claim relating to his civil rights and obligations brought before a court or tribunal.",5d3ee6263e582511aa1cc7df
393,11.txt,"In this way the Article (art. 6-1) embodies the ‘right to a court’, of which the right of access, that is the right to institute proceedings before courts in civil matters, constitutes one aspect only"" (loc. cit., p. 18, para. 36).",5d3ee6423e582511aa1cc7e0
394,11.txt,"This right to a court ""extends only to ‘contestations’ (disputes) over (civil) ‘rights and obligations’ which can be said, at least on arguable grounds, to be recognised under domestic law;",5d3ee65a3e582511aa1cc7e1
395,11.txt,"  In the Government’s submission, the defence of privilege delimited the very content of the applicants’ right to a good reputation as protected under English law.",5d3f08803e582511aa1cc7ed
396,11.txt,"They maintained that, unlike procedural barriers to access to court, such an exercise by the State of the power to fix the content of a particular civil right did not bring into play Article 6 para. 1 (art. 6-1), although it might on occasions raise an issue in relation to one or other of the substantive rights protected by the Convention (such as the right to respect for private life under Article 8) (art. 8).",5d3f08ae3e582511aa1cc7ee
397,11.txt,  It is not always an easy matter to trace the dividing line between procedural and substantive limitations of a given entitlement under domestic law.,5d3f09363e582511aa1cc7f0
398,11.txt,It may sometimes be no more than a question of legislative technique whether the limitation is expressed in terms of the right or its remedy.,5d3f09613e582511aa1cc7f1
399,11.txt,"If the Court were to treat the facts underlying the complaints declared admissible by the Commission as raising a substantive, rather than a procedural, complaint going to the right to respect for private life under Article 8 (art. 8) of the Convention - as it has jurisdiction to do",5d3f0a113e582511aa1cc7f3
400,11.txt,"The Court therefore proposes to proceed on the basis that Article 6 para. 1 (art. 6-1) is applicable to the facts of the case, the argument before the Court having been directed solely to this Article.",5d3f0a423e582511aa1cc7f4
401,11.txt," On this approach, it has to be ascertained whether the contested limitation on the applicants’ ability to take legal proceedings to challenge the findings and conclusions in the Inspectors’ report which were damaging to their reputations satisfied the conditions stated in the Court’s case-law.",5d3f0a633e582511aa1cc7f5
402,11.txt,"(see the Handyside v. the United Kingdom judgment of 7 December 1976, Series A no. 24, pp. 19-20, para. 41)",5d3f0b363e582511aa1cc7f7
