,cluster_id,sentences,topic
440,14,"The court proceedings involving three courts and two oral
hearings thus lasted less than one and a half year.","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
441,14," By reason of their direct and continuous contact with the pressing needs of the moment, the national authorities are in principle better placed than the international judge to decide both on the presence of such an emergency and on the nature and scope of the derogations necessary to avert it.","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
442,14,"As a general rule, however, it is for the
domestic courts to assess the evidence before them, in particular since
they have the benefit of hearing witnesses and assessing their
credibility","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
443,14,"The Court considers that the present proceedings can clearly be distinguished from the custody proceedings, as they concerned merely the fixing of maintenance payments and were not particularly complex. ","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
444,14,"Since ""the admissibility of evidence is primarily a matter for regulation by national law and as a general rule it is for the national courts to assess the evidence before them"" (see the previously cited Doorson judgment, p. 470, para. 67), the applicable national legislation and case-law and the practice followed by the domestic courts are to some extent relevant also for the Court.","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
445,14,"A law that confers a discretion is not in itself inconsistent with this requirement, provided that the scope of the discretion and the manner of its exercise are indicated with sufficient clarity, having regard to the legitimate aim in question, to give the individual adequate protection against arbitrary interference (see, for instance, the Tolstoy Miloslavsky v. the United Kingdom judgment of 13 July 1995, Series A no. 316-B, pp. 71-72, para. 37, and the Goodwin v. the United Kingdom judgment of 27 March 1996, Reports of Judgments and Decisions 1996-II, pp. 496-97, para. 31).","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
446,14,"The Act confers on the Inspectors wide powers to obtain information and obstruction of the Inspectors may, upon reference by them to a court, be treated by it as a contempt of court and punished accordingly (sections 434 and 436 of the Act - see paragraph 38 above).","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
447,14,"On the one hand, the conditions in which the trial took place and the witnesses were examined were certainly not entirely satisfactory and no doubt they could have been improved, although it has to be acknowledged that efforts had been made in Netherlands law to adapt the procedure for hearing anonymous witnesses to the requirements of Article 6 of the Convention (art. 6) as set out in the judgment of Kostovski v. the Netherlands (20 November 1989, Series A no. 166).","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
448,14,"Article 27 of the Convention (art. 27) requires a flexible interpretation without excessive regard for matters of form (see the Guzzardi v. Italy judgment of 6 November 1980, Series A no. 39, p. 26, para. 72), a ""pro victima"" approach in favour of admissibility in order to allow the Convention institutions to consider the alleged complaints. 
","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
449,14,The Court notes that the charges of assault were numerous and referred to illegal activities which had taken place over more than ten years.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
450,14,Having reached the conclusion that they did as to the blasphemous content of the film it cannot be said that the authorities overstepped their margin of appreciation.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
451,14,"The Court is fully aware that the provisions in question differ not only as regards the designation of the offences but also, more importantly, as regards their nature and purpose.","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
452,14,"But there is one important distinction to be made. While this evolution is normal - subject to the necessary precautions being taken - with regard to the Convention's substantive provisions, it can only be exceptional and limited with regard to the procedural provisions such as the fundamental rule of international law that domestic remedies must be exhausted.","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
453,14,"The authorities must have taken the reasonable steps available to them to secure the evidence concerning the incident, including, inter alia, eye-witness testimony (see, concerning witnesses, for example, Tanrıkulu v. Turkey [GC], no. 23763/94, § 109, ECHR 1999 IV).","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
454,14,The Court considers that this treatment was of such a serious and cruel nature that it can only be described as torture.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
455,14,That provision (P7-4) does not therefore apply before new proceedings have been opened.,"The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
456,14,"Indeed the anomaly of this state of affairs in a multidenominational society was recognised by the Divisional Court in R. v. Chief Metropolitan Stipendiary Magistrate, ex parte Choudhury [1991] 1 All England Law Reports 306 at 317 (see paragraph 28 above).","The Court of Justice of the European Union (CJEU) has upheld the decision of the Court of Justice of the European Union (CJEU) to suspend the custody proceedings in the case of the former Prime Minister, Silvio Berlusconi."
457,2,"He stated that there was a policy on the part of the State authorities of denying that torture ever took place, which made it extremely difficult for victims to succeed in receiving compensation and in having those responsible brought to justice.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
458,2," There is little or no evidence for the Government's thesis on the long-range policy of secession which they see behind the impugned use of the designation ""Turkish"".",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
459,2,During this time he had sustained severe injuries requiring hospital treatment (see paragraph 23 above).,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
460,2,"Where the events in issue lie wholly, or in large part, within the exclusive knowledge of the authorities, as in the case of persons within their control in detention, strong presumptions of fact will arise in respect of injuries and death occurring during that detention.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
461,2," The Court considers, in the light of all the material before it, that the particular extent and impact of PKK terrorist activity in South-East Turkey has undoubtedly created, in the region concerned, a ""public emergency threatening the life of the nation"" ",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
462,2,The application principally concerns torture and inhuman conditions of detention.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
463,2,"Where there is an arguable claim that an individual has been tortured or subjected to serious ill-treatment, or deprived of his or her life, by agents of the State, Article 13 requires, in addition to the payment of compensation where appropriate, a thorough and effective investigation capable of leading to the identification and punishment of those responsible for the treatment in question or the deprivation of life, including effective access for the complainant to the investigation procedure (Salman, cited above, § 121).",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
464,2,"Indeed, they pointed out that the applicant had already been suffering from retinopathy for two years before his imprisonment (since December 1998), and that it was not uncommon for diabetic retinopathy to develop over time to include macular oedema.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
465,2,"The discriminatory element derives, inter alia, from the
fact that in England and Wales, contrary to the practice in Northern
Ireland, all detained persons, including those detained under
prevention of terrorism legislation, are permitted to have their legal
representative present during the police interviews.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
466,2,"Moreover, it finds that, in view of the serious nature of the complaints and their connection with the general situation in South-East Turkey,",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
467,2,"Consequently, States are dispensed from answering before an international body for their acts before they have had an opportunity to put matters right through their own legal systems. ",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
468,2,"Strong arguments have been advanced in favour of the abolition of blasphemy laws, for example, that such laws may discriminate against different faiths or denominations - as put forward by the applicant - or that legal mechanisms are inadequate to deal with matters of faith or individual belief - as recognised by the Minister of State at the Home Department in his letter of 4 July 1989 (see paragraph 29 above). ",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
469,2,"These circumstances alone would have given him cause to feel vulnerable, powerless and apprehensive of the representatives of the State.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
470,2,"The report of 2 October 1992 recommended certain
medication and a convalescence period of three weeks under medical
supervision at a hospital.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
471,2,The order of 9 July in addition referred to Article 282 which specifically makes it an offence for a public servant to abuse his or her power in order to obtain such advantage (see paragraphs 9 and 28 above).,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
472,2,"The only reason why, in the Court of Cassation, the applicant had asserted his right to use the term ""Turkish"" to designate the Muslims of Western Thrace had been to prove that the act he had committed was not sufficient to make out the objective element of the offence defined in Article 192 of the Criminal Code.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
473,2,The Court recalls that the rule of exhaustion of domestic remedies referred to in Article 26 of the Convention (art. 26) obliges those seeking to bring their case against the State before an international judicial or arbitral organ to use first the remedies provided by the national legal system.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
474,2,She submits that there is an acknowledged shortfall of sites for gypsies in South Cambridgeshire and that local authorities are failing to fulfil their statutory duty to provide sites.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
475,2, since as a matter of fact she was and is able to live either on the neighbouring land lawfully occupied by her sister or to apply for a place on one of the many other local authority and private gipsy caravan sites throughout Cambridgeshire.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
476,2,"Furthermore, the ""conditions of extreme tension"", as Lord Griffiths put it in his speech in the House of Lords, under which such arrests in Northern Ireland have to be carried out must be recognised.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
477,2,"The Commission does not deem it necessary to determine whether there exists an administrative practice on the part of Turkish authorities tolerating abuses of human rights of the kind alleged by the applicant, because",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
478,2,"Indeed, it was not contended before the Convention institutions that the funds had not been received by the States concerned.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
479,2,"The applicant relied on medical reports which revealed that his condition had been stable for a long period (since 1998) but, immediately after his imprisonment, he had suffered serious complications.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
480,2,"Furthermore, his position in society, his numerous contacts abroad and his repeated requests that the authorities return his passport, were all considerations which went to justify placing him in pre-trial detention.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
481,2,He referred to medical evidence from Dicle University Medical Faculty which showed that he was suffering from a bilateral brachial plexus injury at the time of his admission to hospital (see paragraph 19 above).,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
482,2,"Any purported remedy is illusory, inadequate
and ineffective since, inter alia, the operation in question in this
case was officially organised, planned and executed by agents of the
State and having regard, inter alia, to the situation in South-East
Turkey which is such that potential applicants have a well-founded fear
of the consequences if they should pursue remedies.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
483,2,"Twice he had to undergo
treatment in the intensive care unit at the Sofia Military Hospital.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
484,2,"The certificates issued by the Secretary
of State were however conclusive of the fact that the alleged liability
did not arise in respect of the Government in the United Kingdom or in
Northern Ireland and effectively put an end to the proceedings.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
485,2,"As appears from the case-law supplied to the Court, a constituent element of the offence of misappropriation under Articles 201 to 203 of the Criminal Code was that the offender had sought to obtain for himself or herself or for a third party an advantage (see paragraph 26 above).",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
486,2,"This has been confirmed by such bodies as the European Committee for the Prevention of Torture and Inhuman or Degrading Treatment or Punishment, which, in its public statement of 15 December 1992, concluded that the practice of torture and other forms of severe ill-treatment of persons in police custody remains widespread in Turkey, and that such methods are applied to both ordinary criminal suspects and persons held under anti-terrorist provisions (p. 6 para. 21).",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
487,2, an administrative practice of torture in Turkish detention centres;,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
488,2,In this respect he referred to the European Committee for the Prevention of Torture’s Public Statement on Turkey (15 December 1992); the United Nations Committee against Torture’s Summary Account of the Results of the Proceedings Concerning the Inquiry on Turkey (9 November 1993); and the United Nations Special Rapporteur on Torture’s Report of 1995 ,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
489,2,"Finally, they raised a number of points relating to the medical evidence, including the facts that the applicant took his medical records with him when he left hospital and that there was no medical evidence of burns or other marks left by the application of electric shocks.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
490,2,The fine imposed upon him was at the lower end of the scale of sanctions applicable to Article 266 (b) offences,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
491,2,Artistic impressions are often conveyed through images and situations which may shock or disturb the feelings of a person of average sensitivity.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
492,2,that the applicants’ sado-masochistic activities involved a significant degree of injury or wounding which could not be characterised as trifling or transient.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
493,2,"It is furthermore established that the burden of
proving the existence of available and sufficient domestic remedies
lies upon the State invoking the rule ",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
494,2," In addition, this failure prejudiced his chances of victory in civil or administrative proceedings, because in order to succeed with either type of claim it would have been necessary to prove that he had suffered torture, and in practice a ruling to that effect by a judge in criminal proceedings would have been required.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
495,2,"In fact, Mr Aksoy could have had recourse to three different types of domestic remedy: a criminal prosecution, a civil action and/or administrative proceedings (see paragraphs 24-28 above).",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
496,2,"These reports were prepared by numerous medical
experts, among them the leading Bulgarian cardiologist.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
497,2,"At the hearing the Government’s representative also identified three other kinds of more specific ""objective evidence"", namely the conviction of the first applicant’s brothers, her contacts with them and her visits to America.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
498,2,They also found it suspicious that he had waited for five days between being released from police custody and contacting the hospital (see paragraph 19 above) and observed that it could not be assumed that nothing untoward had occurred in the meantime.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
499,2,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
500,2,"""the case concerns important national issues and also raises complex legal problems, since it affects the Muslim minority in Western Thrace"". ",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
501,2," In support of their submission, the applicants alleged that all those involved in the sado-masochistic encounters were willing adult participants; that participation in the acts complained of was carefully restricted and controlled and was limited to persons with like-minded sado-masochistic proclivities; that the acts were not witnessed by the public at large and that there was no danger or likelihood that they would ever be so witnessed; that no serious or permanent injury had been sustained, no infection had been caused to the wounds, and that no medical treatment had been required.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
502,2,"The difference in this respect between the position in
England and Wales and that in Northern Ireland, based as it was solely
on the geographical location at which a person was arrested and
detained,",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
503,2,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
504,2,"the domestic classification of the offence, b) the nature of the offence, and c) the degree of severity of the penalty that the person concerned risks incurring,",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
505,2,A certain margin of appreciation in deciding what measures to take both in general and in particular cases should be left to the national authorities.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
506,2,"since she has not applied to the Secretary of State to exercise his power under section 9 of the Caravan Sites Act 1968 to direct a local authority to comply with its statutory duty to provide such sites and if necessary, to enforce such directions in the courts.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
507,2,"For example, it was now impossible for individuals alleging torture to obtain medical reports proving the extent of their injuries, because the forensic medical service had been reorganised and doctors who issued such reports were either threatened or moved to a different area.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
508,2,"In deciding whether or not to prosecute, the State authorities were entitled to have regard not only to the actual seriousness of the harm caused - which as noted above was considered to be significant - but also, as stated by Lord Jauncey of Tullichettle (see paragraph 21 above), to the potential for harm inherent in the acts in question.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
509,2,"In addition, he contended that the conditions in which he was detained (see paragraph 13 above) and the constant fear of torture which he suffered while in custody amounted to inhuman treatment.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
510,2,"The Secretary of State's power under section 9 is, she contends, discretionary and rarely exercised.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
511,2,"They did not, however, avail themselves of this
opportunity.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
512,2,"Insofar as the applicant submits that he risked infection, inter
alia at the Sofia Penitentiary Hospital, he has not alleged that he was
brought into close contact with persons suffering from contagious
diseases, and indeed, it does not transpire that he was infected with
any particular illness while in hospital.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
513,2,"  On the whole, the Bulgarian authorities reacted adequately to the
applicant's state of ill-health.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
514,2," In fact, in the present case, some of these acts could well be compared to ""genital torture"" and a Contracting State could not be said to have an obligation to tolerate acts of torture because they are committed in the context of a consenting sexual relationship.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
515,2,"It is furthermore established that the burden of
proving the existence of available and sufficient domestic remedies
lies upon the State invoking the rule",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
516,2,They owe a general duty of obedience to the State’s executive authorities and usually have links with the prosecution; for these reasons alone their use as anonymous witnesses should be resorted to only in exceptional circumstances.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
517,2,since they concerned the name and cultural identity of an entire minority.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
518,2,"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms torture or inhuman or degrading treatment or punishment.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
519,2,We give him this opportunity exceptionally. ,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
520,2,"The applicants in those
proceedings (in respect of which they were granted legal aid by the
relevant domestic authorities) intended, inter alia, to argue that
liability arose out of the actions of Crown agents based in the United
Kingdom and Northern Ireland.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
521,2,"In this respect, acts of torture - such as those in issue in the present case - may be banned also on the ground that they undermine the respect which human beings should confer upon each other.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
522,2,It has held in its earlier judgments that an unacknowledged detention would be life-threatening in the general context of the situation in south-east Turkey in 1993,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
523,2,The third is that the mere fact that the Turkish authorities did not immediately arrest the applicant when he entered the country as a visitor does not imply that he would not get into trouble if he tried to settle there again on a permanent basis.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
524,2,"Special arrangements have apparently been made
for public holidays.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
525,2,"The respondent Government, both in that case and the present case, submitted to the Commission in the first place and later to the European Court - both in their memorial and at the public hearing - dozens of judgments of the courts of first instance or the supreme courts such as the Court of Cassation or the Supreme Administrative Court.
7.   Most of these judgments concerned cases in south-eastern Turkey where acts of terrorism are being committed and where the present case occurred. The following examples give a brief summary of some of these decisions.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
526,2,"Moreover, the
term ""international investigation or settlement"" refers to institutions
and procedures set up by States, thus excluding non-governmental
bodies.
",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
527,2,"Indeed, after 7 September 1992 most of his
detention was spent in hospital.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
528,2," He complains in particular that
the authorities refused to take into account the recommendations of
various medical experts;  as a result, his health seriously
deteriorated.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
529,2,"Indeed, when preparing their reports,
the experts also relied on previous reports on the applicant's health
of the years 1988-1990.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
530,2,"Since
the police have similar powers to delay access in England and Wales,",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
531,2,"That principle is reflected in the rule set forth in Article 26 (art. 26), which ""dispenses States from answering before an international body for their acts before they have had an opportunity to put matters right through their own legal system""",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
532,2,They had not benefited any members of the government or any third parties; the funds had been received in their entirety by the addressee countries.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
533,2,"It is furthermore established that the burden of proving the existence of available and sufficient domestic remedies lies upon the State invoking the rule (cf. Eur. Court. H.R., Deweer judgment of 27 February 1980, Series A no. 35, p. 15, para. 26, and No. 9013/80, Dec. 11.12.82, D.R. 30 p. 96, at p. 102).",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
534,2,"The offences of which her brothers were convicted were ones that implied collaboration with ""trustworthy"" persons residing in Northern Ireland.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
535,2,"They were unable to pursue
proceedings in the High Court in Northern Ireland since the
certificates excluded the jurisdiction of the courts.",The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
536,2,The absence of any indication about the approximate positions of the person who fired and the victim and the distance between them at the moment of the shot as well as the size of the bullet entry and exit wounds constitute important deficiencies.,The European Court of Human Rights (ECHR) has ruled in favour of a Turkish man who was held in pre-trial detention for five years without trial on the grounds that he had received funds from the Turkish government...
