kp,argument,match_score
"the ""protection of the reputation or rights of others"".","Four further purposes also existed, none of which, however, included ascertaining whether the applicants merited their good reputation.",0.967249870300293
"The applicable principles are, nonetheless, similar.",(see the similar analysis by the Supreme Court of the United States of America of the function of the Federal Civil Rights Commission in the case of Hannah v. Larche (363 US 420 (1960)).,0.978456974029541
"the ""protection of the reputation or rights of others"".","They did not make a legal determination as to criminal or civil liability concerning the Fayed brothers, and in particular concerning the latter's civil right to honour and reputation.",0.999658465385437
No such action has been brought.,"The purpose of their inquiry was to ascertain and record facts which might subsequently be used as the basis for action by other competent authorities - prosecuting, regulatory, disciplinary or even legislative.",0.9908566474914552
"the ""protection of the reputation or rights of others"".","Those disputes, and in particular the applicants' libel claims that Lonrho, through The Observer, had wrongfully damaged their reputations, were being adjudicated by the ordinary courts (see paragraphs 11 and 12 above).",0.999487280845642
"the ""protection of the reputation or rights of others"".","In short, it cannot be said that the Inspectors' inquiry ""determined"" the applicants' civil right to a good reputation, for the purposes of Article 6 para.",0.9995306730270386
"the ""protection of the reputation or rights of others"".",6-1) by reason of the fact that publication of its findings is liable to damage the reputation of the individuals whose conduct is being investigated.,0.999687433242798
Regarding the alleged violation of Article 5 para.,Such an interpretation of Article 6 para.,0.986638069152832
Everyone has the right to the freedom of expression.,"In the words of the Court's Golder judgment, "" Article 6 para.,6-1) secures to everyone the right to have any claim relating to his civil rights and obligations brought before a court or tribunal.",0.9995933175086976
"Thus, they cannot, on arguable grounds, claim.","This right to a court ""extends only to 'contestations' (disputes) over (civil) 'rights and obligations' which can be said, at least on arguable grounds, to be recognised under domestic law;",0.9381734132766724
"the ""protection of the reputation or rights of others"".","In the Government's submission, the defence of privilege delimited the very content of the applicants' right to a good reputation as protected under English law.",0.9996707439422609
Regarding the alleged violation of Article 5 para.,"They maintained that, unlike procedural barriers to access to court, such an exercise by the State of the power to fix the content of a particular civil right did not bring into play Article 6 para.",0.9957541227340698
The Commission finds that these complaints raise complex issues.,It is not always an easy matter to trace the dividing line between procedural and substantive limitations of a given entitlement under domestic law.,0.9305832982063292
Everyone has the right to the freedom of expression.,It may sometimes be no more than a question of legislative technique whether the limitation is expressed in terms of the right or its remedy.,0.9982365369796752
Regarding the alleged violation of Article 5 para.,8) of the Convention - as it has jurisdiction to do,0.9869384765625
The Order merely allows the trier of fact.,"The Court therefore proposes to proceed on the basis that Article 6 para.,6-1) is applicable to the facts of the case, the argument before the Court having been directed solely to this Article.",0.9954999089241028
"(see, inter alia and mutatis mutandis, the following judgments:","(see the Handyside v. the United Kingdom judgment of 7 December 1976, Series A no.",0.933607578277588
the application is of such general interest,The underlying aim of this system is clearly the furtherance of the public interest in the proper conduct of the affairs of public companies whose owners benefit from limited liability.,0.9996846914291382
the application is of such general interest,"Considerations of public interest dictate both the appointment of Inspectors and the publication or not of their report (see paragraphs 36, 40 and 41 above).",0.9996676445007324
"the ""protection of the reputation or rights of others"".",6-1) grants the individual whose reputation is at stake the right to challenge the findings against him or her in a court of law before publication of the report.,0.9996885061264038
"the ""protection of the reputation or rights of others"".","The English legal system, in their view, lacked adequate safeguards to protect their civil right to honour and reputation against misuse of their powers by the Inspectors and the Secretary of State.",0.9996962547302246
"the ""protection of the reputation or rights of others"".","As to enforcement of the right to a good reputation under domestic law, the limits of acceptable criticism are wider with regard to businessmen",0.9996446371078492
"Thus, they cannot, on arguable grounds, claim.","Judicial review would not, it is true, have provided the applicants with ""the effective remedy"" to which they were claiming to be entitled under Article 6 para.,6-1), namely a remedy enabling them to argue before a court that the Inspectors' findings of fact were simply erroneous.",0.9996397495269777
Regarding the alleged violation of Article 5 para.,The applicants' argument would amount to reading into Article 6 para.,0.9982592463493348
The needs of democracy justify transparency in such matters.,Such an entitlement could effectively destroy the utility of informing the public of the results of the administrative investigations provided for under section 432 (2) of the Companies Act 1985.,0.9612666964530944
"The applicable principles are, nonetheless, similar.","Although the investigation was administrative and not judicial in nature, the Inspectors were bound by what are known under English law as ""the rules of natural justice"" (see paragraph 39 above).",0.9991161227226256
"the ""protection of the reputation or rights of others"".",6-1) of a limitation on the person's opportunities to go to court to enforce his or her civil right to reputation.,0.9996938705444336
the application is of such general interest,"6-1), either as regards the state of the applicable law or as regards the effects of the application of that law to the brothers.",0.9552537798881532
"Thus, they cannot, on arguable grounds, claim.","The starting-point for the Court's reasoning is its doctrine that Article 6 (art.,6) ""extends only to 'contestations' (disputes) over (civil) 'rights and obligations' which can be said, at least on arguable grounds, to be recognised under domestic law"" (paragraph 65).,In my concurring opinion in the case of Salerno v. Italy (judgment of 12 October 1992, Series A no.,In paragraph 3.4 of that opinion I recalled that the doctrine had been fundamentally criticised on repeated occasions by several judges , but I left open whether I too subscribed to that criticism.",0.9952569603919984
"Thus, they cannot, on arguable grounds, claim.","The present case demonstrates that also within the context of an access-to-court issue the ""arguable claim"" test is an unfortunate feature of the Court's case-law .",0.9993916749954224
In the light of the reasons.,"It has obliged the Court to adopt a reasoning whose subtleness, to my mind, seems hardly convincing.",0.9974215030670166
"the ""protection of the reputation or rights of others"".",Whether or not a right to reputation is enshrined in Article 8 (art.,0.9996823072433472
"the ""protection of the reputation or rights of others"".","Neither can there be doubt as to the right to reputation being a ""civil"" right within the autonomous meaning of that notion under Article 6 para.",0.9996843338012696
"the ""protection of the reputation or rights of others"".","It follows that under this provision, whenever a person's reputation has been interfered with, he or she is in principle entitled to access to a court meeting its requirements.",0.9996689558029176
"(see, inter alia and mutatis mutandis, the following judgments:","The Inspectors' report, published to the world at large, had the force of a judgment convicting the applicants of dishonesty.",0.9696515798568726
Everyone has the right to the freedom of expression.,"Having regard to the cases of Golder v. the United Kingdom (judgment of 21 February 1975, Series A no.",0.9172316193580629
"(see, inter alia and mutatis mutandis, the following judgments:","(see, inter alia, the James and Others v. the United Kingdom judgment of 21 February 1986, Series A no.,81; and the Powell and Rayner v. the United Kingdom judgment of 21 February 1990, Series A no.",0.9932960867881776
Regarding the alleged violation of Article 5 para.,"In the latter kind of case Article 6 para.,6-1) may have a degree of applicability.",0.9727641344070436
Everyone has the right to the freedom of expression.,6-1) a substantive civil right which has no legal basis in the State concerned.,0.9989738464355468
"The applicable principles are, nonetheless, similar.",The relevant principles have been stated by the Court as follows:,0.9976649284362792
"(see, inter alia and mutatis mutandis, the following judgments:","(see, inter alia, the James and Others v. the United Kingdom judgment of 21 February 1986, Series A no.,81; and the Powell and Rayner v. the United Kingdom judgment of 21 February 1990, Series A no.",0.9932960867881776
Everyone has the right to the freedom of expression.,"In the determination of his civil rights and obligations, everyone is entitled to a fairhearing within reasonable time by[a] tribunal",0.9128884077072144
who was detained over a long period of time.,"Thus, they lasted more than nine years and four months.",0.9996132254600524
who was detained over a long period of time.,"As regards the second set of proceedings, the period to be taken into consideration began on 4 September 1990 and ended on 25 February 1999.",0.9026876091957092
who was detained over a long period of time.,"Thus, they lasted for more than eight years and five months.",0.9996046423912048
The applicant has therefore exhausted domestic remedies and also.,As regards the conduct of the applicant the Court has consistently held that applicants cannot be blamed for making full use of the remedies available to them under domestic law.,0.9996398687362672
The applicant has therefore exhausted domestic remedies and also.,"In the present case, the Court acknowledges that the applicant had filed numerous requests, complaints and motions and had repeatedly failed to obey the authorities' summons.",0.991998016834259
In the light of the reasons.,The Court cannot find that the Government has given sufficient explanation for these delays that occurred.,0.9935317635536194
"Having regard to all these considerations,","These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention.",0.9986810088157654
Regarding the alleged violation of Article 5 para.,"In the first place, it failed to satisfy the requirements of Article 64 (art.",0.9605174660682678
the application is of such general interest,Reservations of a general character shall not be permitted under this Article (art.,0.9962970614433287
Regarding the alleged violation of Article 5 para.,Any reservation made under this Article (art.,0.9045547246932985
Regarding the alleged violation of Article 5 para.,"The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,5) of the Convention was compatible with Article 64 (art.",0.9885950684547424
The applicant also complains of degrading treatment contrary to.,"The Court notes that Mr Gradinger based his complaints on Article 6 (art.,6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.,5) and makes express reference solely to measures for the deprivation of liberty.",0.9979687333106996
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied.",0.9956079125404358
The Order merely allows the trier of fact.,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 24 above).",0.9184786677360536
"Having regard to all these considerations,","Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority.",0.9489547610282898
"The applicable principles are, nonetheless, similar.","In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction.",0.908292591571808
"(see, inter alia and mutatis mutandis, the following judgments:","(see, inter alia and mutatis mutandis, the following judgments:",1.0
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276244
The Order merely allows the trier of fact.,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",0.999664306640625
"(see, inter alia and mutatis mutandis, the following judgments:","Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art.",0.9794318079948424
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Belilos v. Switzerland judgment of 29 April 1988, Series A no.",0.9973610043525696
"(see, inter alia and mutatis mutandis, the following judgments:","(see, as the most recent authority, the Chorherr judgment previously cited, p. 34, para.",0.988701105117798
Everyone has the right to the freedom of expression.,"the Court considers that the ""declaration"" is to be regarded as a reservation within the meaning of Article 64 (art.",0.9931725859642028
Regarding the alleged violation of Article 5 para.,It is therefore necessary to determine whether the declaration satisfies the requirements of that provision (art.,0.9679141640663148
"(see, inter alia and mutatis mutandis, the following judgments:","7 (P7), namely the Administrative Court's judgment of 29 March 1989,",0.9898603558540344
"The applicable principles are, nonetheless, similar.","2 of the Criminal Code punished homicide committed while under the influence of drink, section 5 of the Road Traffic Act punished the mere fact of driving a vehicle while intoxicated.",0.982623279094696
Since the only justification for his detention is risk.,"The former was designed to penalise acts that cause death and threaten public safety, the latter to ensure a smooth flow of traffic.",0.9910223484039308
Regarding the alleged violation of Article 5 para.,"On the other hand, the administrative authorities found, in order to bring the applicant's case within the ambit of section 5 of the Road Traffic Act, that that alcohol level had been attained.",0.9972514510154724
Regarding the alleged violation of Article 5 para.,It further observes that the offence provided for in section 5 of the Road Traffic Act represents only one aspect of the offence punished under Article 81 para.,0.982127010822296
"The applicable principles are, nonetheless, similar.","Nevertheless, both impugned decisions were based on the same conduct.",0.999663472175598
"Having regard to all these considerations,",Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,0.9302976131439208
Since the only justification for his detention is risk.,"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 16 above).",0.981901228427887
Everyone has the right to the freedom of expression.,"He relied on Article 8 (art.,Everyone has the right to respect for his  family life  
2.",0.9947456121444702
"Thus, they cannot, on arguable grounds, claim.","It cannot therefore be claimed that the bond of ""family life"" between them has been broken.",0.9992875456809998
The applicant filed an appeal.,"Subsequently, he repeatedly asked the Swiss courts to allow his son to join him, before bringing his case before the Convention institutions.",0.99327290058136
"(see, inter alia and mutatis mutandis, the following judgments:","49, and the Kroon and Others v. the Netherlands judgment of 27 October 1994, Series A no.",0.9383127689361572
Everyone has the right to the freedom of expression.,"The Court reiterates that the essential object of Article 8 (art.,8) is to protect the individual against arbitrary action by the public authorities.",0.993657886981964
"The applicable principles are, nonetheless, similar.","The applicable principles are, nonetheless, similar.",1.0
"(see, inter alia and mutatis mutandis, the following judgments:","other authorities, the Abdulaziz, Cabales and Balkandali v. the United Kingdom judgment of 28 May 1985, Series A no.",0.990201771259308
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Abdulaziz, Cabales and Balkandali judgment previously cited, p. 34, para.,68, and the Cruz Varas and Others v. Sweden judgment of 20 March 1991, Series A no.",0.9973216652870178
"Having regard to all these considerations,","Having regard to all these considerations,",1.0
"(see, inter alia and mutatis mutandis, the following judgments:","it follows from the aforementioned Berrehab judgment (p. 14, para.,21) that there is ipso facto such a relationship (see also the Hokkanen v. Finland judgment of 23 September 1994, Series A no.",0.9662894606590272
Everyone has the right to the freedom of expression.,8) cannot be considered to impose on a State a general obligation to respect the choice by married couples of the country of their matrimonial residence and to authorise family reunion in its territory.,0.9216583371162416
"(see, inter alia and mutatis mutandis, the following judgments:","In order to establish the scope of the State's obligations, the facts of the case must be considered (see, mutatis mutandis, the Abdulaziz, Cabales and Balkandali judgment previously cited, p. 34, para.,68, and the Cruz Varas and Others v. Sweden judgment of 20 March 1991, Series A no.",0.9992490410804749
"(see, inter alia and mutatis mutandis, the following judgments:","(see, inter alia: the above-mentioned Keegan judgment, loc.,(paragraph 7 above); the above-mentioned Hokkanen judgment, p. 20, para.,55; and the Stjerna v. Finland judgment of 25 November 1994, Series A no.",0.9992407560348512
"The applicable principles are, nonetheless, similar.","The principle that crimes committed by young persons should not be punished as severely as the crimes of adults is, in the applicant's submission, contained in all civilised penal codes.",0.9978808760643004
who was detained over a long period of time.,"However an indeterminate term of detention for a convicted young person, which may be as long as that person's life, can only be justified by considerations based on the need to protect the public.",0.9738115072250366
Regarding the alleged violation of Article 5 para.,3) of the Convention.,0.9808608889579772
"(see, inter alia and mutatis mutandis, the following judgments:","114) and Thynne, Wilson and Gunnell (cited above at paragraph 34) or to that in the more recent case of Wynne v. the United Kingdom (cited at paragraph 47).",0.9798582792282104
Since the only justification for his detention is risk.,"The decisive ground for the applicant's continued detention was and continues to be his dangerousness to society, a characteristic susceptible to change with the passage of time.",0.9996907711029052
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the above-mentioned Thynne, Wilson and Gunnell judgment, p. 30, para.",0.9993109703063964
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Kremzow v. Austria judgment of 21 September 1993, Series A no.",0.9991353154182434
Regarding the alleged violation of Article 5 para.,"In the first place, Article 5 para.",0.9996050000190736
Regarding the alleged violation of Article 5 para.,5-4) of the Convention.,0.997460961341858
"(see, inter alia and mutatis mutandis, the following judgments:","142, and the Modinos v. Cyprus judgment of 22 April 1993, Series A no.",0.975417137145996
"Having regard to all these considerations,",The Court observes that not every sexual activity carried out behind closed doors necessarily falls within the scope of Article 8 (art.,0.971362054347992
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Dudgeon v. the United Kingdom judgment of 22 October 1981, Series A no.",0.9985212683677672
"Thus, they cannot, on arguable grounds, claim.",This submission was contested by the Government and by a majority of the Commission.,0.9897562861442566
No such action has been brought.,"Furthermore, no complaint was ever made to the police - who learnt about the applicants' activities by chance (see paragraph 8 above).",0.9996356964111328
Since the only justification for his detention is risk.,The State was moreover entitled to prohibit activities because of their potential danger.,0.9996681213378906
"the ""protection of the reputation or rights of others"".","In this respect, acts of torture - such as those in issue in the present case - may be banned also on the ground that they undermine the respect which human beings should confer upon each other.",0.9976016879081726
"Having regard to all these considerations,","Relevant factors include the nature of the Convention right in issue, its importance for the individual and the nature of the activities concerned",0.9552266001701356
"(see, inter alia and mutatis mutandis, the following judgments:","(see the Dudgeon judgment cited above, the Norris v. Ireland judgment of 26 October 1988, Series A no.,142, and the Modinos v. Cyprus judgment of 22 April 1993, Series A no.",0.9915775060653688
Since the only justification for his detention is risk.,"In this respect it is recalled that the activities were considered by Lord Templeman to be ""unpredictably dangerous"" (see paragraph 20 above).",0.9978127479553224
The needs of democracy justify transparency in such matters.,Not everything that happens behind closed doors is necessarily acceptable.,0.9678835272789
Everyone has the right to the freedom of expression.,"Can one consider that adolescents taking part in sado-masochistic activities have given their free and informed consent where their elders have used various means of enticement, including financial reward?",0.993938684463501
Regarding the alleged violation of Article 5 para.,"In domestic law, sado-masochistic activities could be made the subject of a specific criminal offence without that being contrary to Article 8 (art.,8) of the European Convention on Human Rights.",0.9429256319999696
In the light of the reasons.,"Accordingly, the Court considers that the reasons given by the national authorities for the measures taken in respect of the applicants were relevant and sufficient for the purposes of Article 8 para.",0.9957759976387024
"Having regard to all these considerations,","In these circumstances, bearing in mind the degree of organisation involved in the offences, the measures taken against the applicants cannot be regarded as disproportionate.",0.9304915070533752
No such action has been brought.,Nor does the Court accept the applicants' submission that no prosecution should have been brought against them since their injuries were not severe and since no medical treatment had been required.,0.9071695804595948
In the light of the reasons.,The applicants have further submitted that they were singled out partly because of the authorities' bias against homosexuals,0.950124979019165
"(see, inter alia and mutatis mutandis, the following judgments:",It is evident from the facts established by the national courts,0.9991599321365356
"the ""protection of the reputation or rights of others"".","the ""protection of the reputation or rights of others"".",1.0
"the ""protection of the reputation or rights of others"".","Joined by the Commission, he considered that the broadcast could not have had any significant detrimental effects on the ""reputation or rights of others"".",0.9994401335716248
the application is of such general interest,"Nevertheless, the issue was already then of general importance, as is illustrated for instance by the fact that the UN Convention dates from 1965.",0.9921808242797852
In the light of the reasons.,The Court is satisfied that these were relevant reasons for the purposes of paragraph 2 of Article 10 (art.,0.99518883228302
Everyone has the right to the freedom of expression.,Not only does the press have the task of imparting such information and ideas: the public also has a right to receive them.,0.999702513217926
Everyone has the right to the freedom of expression.,"The Danish courts fully recognised that protection of persons whose human dignity is attacked has to be balanced against the right to freedom of expression.,They carefully considered the responsibility of the applicant, and the reasons for their conclusions were relevant.",0.9996306896209716
"The applicable principles are, nonetheless, similar.",the applicant's conviction being based on Articles 266 (b) and 23 (1) of the Penal Code.,0.9730010628700256
"The applicable principles are, nonetheless, similar.","In this context, the Government pointed out that the former provision had been enacted in order to comply with the UN Convention.",0.9759452939033508
In the light of the reasons.,"The Government's argument, as the Court understands it, is that, whilst Article 10 (art.,10) of the Convention is applicable, the Court, in applying paragraph 2 (art.,10-2), should consider that the relevant provisions of the Penal Code are to be interpreted and applied in an extensive manner, in accordance with the rationale of the UN Convention (see paragraph 21 above).",0.9669535160064696
Everyone has the right to the freedom of expression.,"In other words, Article 10 (art.,10) should not be interpreted in such a way as to limit, derogate from or destroy the right to protection against racial discrimination under the UN Convention.",0.997871160507202
"(see, inter alia and mutatis mutandis, the following judgments:",It recalls both its own findings and those of the Commission as to the general inadequacy and unreliability of custody records,0.9015741348266602
The needs of democracy justify transparency in such matters.,"Together with Article 3, it also enshrines one of the basic values of the democratic societies making up the Council of Europe.",0.9720483422279358
Since the only justification for his detention is risk.,Detained persons are in a vulnerable position and the authorities are under a duty to protect them.,0.9930382370948792
Since the only justification for his detention is risk.,It has held in its earlier judgments that an unacknowledged detention would be life-threatening in the general context of the situation in south-east Turkey in 1993,0.9891993403434752
In the light of the reasons.,There is nothing to suggest that this was necessary for any of the reasons set out in the second paragraph of Article 2 of the Convention.,0.9990931749343872
In the light of the reasons.,"In the light of the foregoing, the Court concludes that the investigation cannot be considered to have been effective as required by Article 2 of the Convention.",0.9054170846939088
Regarding the alleged violation of Article 5 para.,It finds no basis however for finding a violation of Article 3 in this context.,0.9328528046607972
In the light of the reasons.,"Furthermore, they cannot substantiate the reason why these persons have themselves refrained from lodging applications with the Court.",0.9991912245750428
who was detained over a long period of time.,"The Court finds that the release of the first applicant, who was held in police custody for no more than three days, may be regarded as  prompt  for these purposes.",0.9879558682441713
who was detained over a long period of time.,"As to the length of the police custody of the second applicant, the Court observes that he was held in police custody for eleven days from 22 November to 3 December 1993.",0.9996479749679564
who was detained over a long period of time.,"Concerning the second applicant, the Court notes that a judge did not intervene until the end of his police custody, that is to say eleven days after his arrest.",0.9985053539276124
The applicant has therefore exhausted domestic remedies and also.,"Accordingly, a compensation request for police custody which lasted for eleven days would not succeed before the domestic courts.",0.9808287024497986
Everyone has the right to the freedom of expression.,The nature of the rights safeguarded under Articles 2 and 3 of the Convention has implications for Article 13.,0.9987348914146424
Everyone has the right to the freedom of expression.,"The applicants complained that there had been a serious interference with the exercise of their right of individual petition, in breach of Article 25 of the Convention (now replaced by Article 34), which provides as follows:",0.9996919631958008
Everyone has the right to the freedom of expression.,The High Contracting Parties undertake not to hinder in any way the effective exercise of this right.,0.998690664768219
"Having regard to all these considerations,",Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,0.9302976131439208
Since the only justification for his detention is risk.,"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 18 above).",0.9829173684120178
Regarding the alleged violation of Article 5 para.,"In the first place, it failed to satisfy the requirements of Article 64 (art.",0.9605174660682678
the application is of such general interest,Reservations of a general character shall not be permitted under this Article (art.,0.9962970614433287
Regarding the alleged violation of Article 5 para.,Any reservation made under this Article (art.,0.9045547246932985
"Having regard to all these considerations,","Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",0.9468339681625366
The applicant also complains of degrading treatment contrary to.,"The Court notes that Mr Palaoro based his complaints on Article 6 (art.,6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.,5) and makes express reference solely to measures for the deprivation of liberty.",0.9970446228981018
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied.",0.9956079125404358
The Order merely allows the trier of fact.,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 24 above).",0.9184786677360536
"Having regard to all these considerations,","Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority.",0.9489547610282898
"The applicable principles are, nonetheless, similar.","In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction.",0.908292591571808
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276244
The Order merely allows the trier of fact.,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",0.999664306640625
Regarding the alleged violation of Article 5 para.,It accordingly lacked the powers required under Article 6 para.,0.9902600646018982
"(see, inter alia and mutatis mutandis, the following judgments:","(see, for instance, the Ahmet Sadik v. Greece judgment of 15 November 1996, Reports of Judgments and Decisions 1996-V, p. 1652, para.",0.9744083881378174
"The applicable principles are, nonetheless, similar.",The measures had been in keeping not only with the policies of the government at the time but also with relevant United Nations resolutions on development assistance.,0.9878249168395996
Regarding the alleged violation of Article 5 para.,Before the Court the Government stated that they were prepared to accept the Commission's opinion that there had been a violation of Article 5 para.,0.9997041821479796
"(see, inter alia and mutatis mutandis, the following judgments:",The Prosecutor-General's submission on the applicant's complaints included the following observations.,0.9976208806037904
"Having regard to all these considerations,","Furthermore, members of a body could by reason of their joint decisions and actions be found guilty if they had thereby knowingly committed acts which amounted to an offence.",0.9595969915390016
No such action has been brought.,"In the present case, since the collective decisions concerned had caused economic loss, criminal proceedings had been instituted against each member of the body which had taken those decisions (see paragraphs 9 and 11 above).",0.9730477929115297
The needs of democracy justify transparency in such matters.,The prosecutor had believed that the funds concerned had been spent in a manner which was unlawful since there was no information as to whether they had appeared in the budget as an expenditure.,0.9572908878326416
The Commission finds that these complaints raise complex issues.,"He had considered, having regard to the circumstances and complexity of the case, that this could only be determined in the course of the preliminary investigations.",0.934365689754486
"(see, inter alia and mutatis mutandis, the following judgments:",The Supreme Court too had laid stress on the applicant's status as a member of the National Assembly (see paragraph 13 above).,0.9826030731201172
"Having regard to all these considerations,","Furthermore, his position in society, his numerous contacts abroad and his repeated requests that the authorities return his passport, were all considerations which went to justify placing him in pre-trial detention.",0.990056037902832
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Foti and Others v. Italy judgment of 10 December 1982, Series A no.",0.9980056881904602
Regarding the alleged violation of Article 5 para.,5-1) contains an exhaustive list of permissible grounds for deprivation of liberty which must be interpreted strictly,0.9992750287055968
Regarding the alleged violation of Article 5 para.,"The Court is of the view that the central issue in the case under consideration is whether the applicant's detention from 7 September to 30 December 1992 was ""lawful"" within the meaning of Article 5 para.,5-1), including whether it was effected ""in accordance with a procedure prescribed by law"".",0.999670386314392
"(see, inter alia and mutatis mutandis, the following judgments:","54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp.",0.9964032173156738
"Having regard to all these considerations,","In the light of the above, the Court is not persuaded that the conduct for which the applicant was prosecuted constituted a criminal offence under Bulgarian law at the relevant time.",0.9834299087524414
who was detained over a long period of time.,"In these circumstances, the Court does not find that the deprivation of the applicant's liberty during the period under consideration was ""lawful detention"" effected ""on reasonable suspicion of [his] having committed an offence"".",0.984653890132904
Regarding the alleged violation of Article 5 para.,"The applicant alleged that there had been a violation of Article 5 para.,5-1), which, in so far as relevant, reads:
""Everyone has the right to liberty and security of person.",0.9997307658195496
"(see, inter alia and mutatis mutandis, the following judgments:","54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp.",0.9964032173156738
"(see, inter alia and mutatis mutandis, the following judgments:","(see, inter alia, the Powell and Rayner v. the United Kingdom judgment of 21 February 1990, Series A no.",0.945019781589508
"Having regard to all these considerations,",in that the former is not solely based on the gravity of the offence but takes into account the age of the offender.,0.9982194304466248
"The applicable principles are, nonetheless, similar.","The principle that crimes committed by young persons should not be punished as severely as the crimes of adults is, in the applicant's submission, contained in all civilised penal codes.",0.9978808760643004
who was detained over a long period of time.,"However, an indeterminate term of detention for a convicted young person, which may be as long as that person's life, can only be justified by considerations based on the need to protect the public.",0.9649699330329896
Regarding the alleged violation of Article 5 para.,3) of the Convention.,0.9808608889579772
Regarding the alleged violation of Article 5 para.,60-69) that the Parole Board does not satisfy the requirements of Article 5 para.,0.9996792078018188
"Thus, they cannot, on arguable grounds, claim.","Indeed, to the extent to which the Parole Board cannot order the release of a prisoner this is not contested by the Government.",0.9753364324569702
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Kremzow v. Austria judgment of 21 September 1993, Series A no.",0.9991353154182434
Regarding the alleged violation of Article 5 para.,"In the first place, Article 5 para.",0.9996050000190736
Regarding the alleged violation of Article 5 para.,5-4) of the Convention.,0.997460961341858
"Thus, they cannot, on arguable grounds, claim.",The Government found the sum claimed excessive.,0.9942943453788756
"Thus, they cannot, on arguable grounds, claim.",The Government found the sum claimed excessive.,0.9942943453788756
"the ""protection of the reputation or rights of others"".","Although their interests - and indeed those of their families - also deserve protection under the Convention, it must be recognised that their position is to some extent different from that of a disinterested witness or a victim.",0.9588351249694824
Everyone has the right to the freedom of expression.,"Having regard to the place that the right to a fair administration of justice holds in a democratic society, any measures restricting the rights of the defence should be strictly necessary.",0.9990909099578856
Everyone has the right to the freedom of expression.,"6) as set out in the judgment of Kostovski v. the Netherlands (20 November 1989, Series A no.",0.9853379726409912
Since the only justification for his detention is risk.,"On the other hand, this was a case of armed robbery and it is understandable that the witnesses - even though they were police officers - should be in fear of reprisals from trigger-happy criminals.",0.9762735366821288
Regarding the alleged violation of Article 5 para.,"Were a similar situation to arise in the future, it would certainly be desirable for even more attention to be paid to the requirements of Article 6 of the Convention (art.,6) when measures were taken.",0.9918504357337952
Regarding the alleged violation of Article 5 para.,1 taken together with Article 6 para.,0.9993826150894164
"The applicable principles are, nonetheless, similar.","67), the applicable national legislation and case-law and the practice followed by the domestic courts are to some extent relevant also for the Court.",0.9996545314788818
