,arg_id,argument,topic,stance,sents,sents_with_scores
328,arg_1_82,"homeschooling should not be banned, its a great way to learn one to one especially for children with learning difficulties",Homeschooling should be banned,-1,"['homeschooling should not be banned, its a great way to learn one to one especially for children with learning difficulties']","[('homeschooling should not be banned, its a great way to learn one to one especially for children with learning difficulties', 0.9135076999664307)]"
329,arg_1_83,homeschooling should will allowed to continue as its important to allow parents to allow their child to be educated at home if they feel that its the best option for their child.,Homeschooling should be banned,-1,['homeschooling should will allowed to continue as its important to allow parents to allow their child to be educated at home if they feel that its the best option for their child.'],"[('homeschooling should will allowed to continue as its important to allow parents to allow their child to be educated at home if they feel that its the best option for their child.', 0.6128318905830383)]"
330,arg_1_84,homeschooling shouldn't be banned because it is a great alternative to public school. parents have the right to make that choice and they get to teach the children what they believe they need to learn.,Homeschooling should be banned,-1,"[""homeschooling shouldn't be banned because it is a great alternative to public school."", 'parents have the right to make that choice and they get to teach the children what they believe they need to learn.']","[(""homeschooling shouldn't be banned because it is a great alternative to public school."", 0.9359460473060608), ('parents have the right to make that choice and they get to teach the children what they believe they need to learn.', 0.9167693257331848)]"
331,arg_1_85,"homeschooling shouldn't be banned because not everyone is suitable for school, for example those with autism/aspergers",Homeschooling should be banned,-1,"[""homeschooling shouldn't be banned because not everyone is suitable for school, for example those with autism/aspergers""]","[(""homeschooling shouldn't be banned because not everyone is suitable for school, for example those with autism/aspergers"", 0.8723574876785278)]"
332,arg_1_86,homeschooling tailors learning to specific children's educational and psychological needs.,Homeschooling should be banned,-1,"[""homeschooling tailors learning to specific children's educational and psychological needs.""]","[(""homeschooling tailors learning to specific children's educational and psychological needs."", 0.8992137312889099)]"
333,arg_1_87,"if a child gets a good education why does it matter if that is at home or in a school. some children have needs that are not always met by a school such as learning difficulties, autism and anxiety",Homeschooling should be banned,-1,"['if a child gets a good education why does it matter if that is at home or in a school.', 'some children have needs that are not always met by a school such as learning difficulties, autism and anxiety']","[('if a child gets a good education why does it matter if that is at home or in a school.', 0.7947761416435242), ('some children have needs that are not always met by a school such as learning difficulties, autism and anxiety', 0.88909512758255)]"
334,arg_1_88,if a school is not providing a good education parents should be allowed to take over,Homeschooling should be banned,-1,['if a school is not providing a good education parents should be allowed to take over'],"[('if a school is not providing a good education parents should be allowed to take over', 0.8530535101890564)]"
335,arg_1_89,if parents feel their local schools are not helping to achieve then they should have the right to try and do a better job.,Homeschooling should be banned,-1,['if parents feel their local schools are not helping to achieve then they should have the right to try and do a better job.'],"[('if parents feel their local schools are not helping to achieve then they should have the right to try and do a better job.', 0.9276548624038696)]"
336,arg_1_90,"if parents feel they are best placed to educate their kids, they should be allowed to",Homeschooling should be banned,-1,"['if parents feel they are best placed to educate their kids, they should be allowed to']","[('if parents feel they are best placed to educate their kids, they should be allowed to', 0.8843953013420105)]"
337,arg_1_91,"if the parents can provide a better education than what their local schools offer, they should be allowed to do so.",Homeschooling should be banned,-1,"['if the parents can provide a better education than what their local schools offer, they should be allowed to do so.']","[('if the parents can provide a better education than what their local schools offer, they should be allowed to do so.', 0.907361626625061)]"
338,arg_1_92,it is unfair to make decisions on a parents behalf in terms of what would be best for their child's education,Homeschooling should be banned,-1,[],[]
339,arg_1_93,"it shouldn't be because some children have difficulty at school, maybe due to anxiety and its good to be able to have the option to still learn but from home.",Homeschooling should be banned,-1,[],[]
340,arg_1_94,many children prosper from homeschooling.,Homeschooling should be banned,-1,['many children prosper from homeschooling.'],"[('many children prosper from homeschooling.', 0.9175700545310974)]"
341,arg_1_95,many homeschool kids are smarter and learn more than kids in public school.,Homeschooling should be banned,-1,['many homeschool kids are smarter and learn more than kids in public school.'],"[('many homeschool kids are smarter and learn more than kids in public school.', 0.826962947845459)]"
342,arg_1_96,many students and parents have different goals and sometimes homeschooling is the only way to achieve them. to have a rich and diverse society we should allow all options for educating our youth.,Homeschooling should be banned,-1,"['many students and parents have different goals and sometimes homeschooling is the only way to achieve them.', 'to have a rich and diverse society we should allow all options for educating our youth.']","[('many students and parents have different goals and sometimes homeschooling is the only way to achieve them.', 0.9263558983802795), ('to have a rich and diverse society we should allow all options for educating our youth.', 0.8953021764755249)]"
343,arg_1_97,parents are free to educate their children how they see fit,Homeschooling should be banned,-1,['parents are free to educate their children how they see fit'],"[('parents are free to educate their children how they see fit', 0.9176778793334961)]"
344,arg_1_98,parents do not have to divide their time between a classroom full of children and can cater to the needs of their own child,Homeschooling should be banned,-1,['parents do not have to divide their time between a classroom full of children and can cater to the needs of their own child'],"[('parents do not have to divide their time between a classroom full of children and can cater to the needs of their own child', 0.8787473440170288)]"
345,arg_1_99,parents have an absolute choice to determine how their children should be educated,Homeschooling should be banned,-1,['parents have an absolute choice to determine how their children should be educated'],"[('parents have an absolute choice to determine how their children should be educated', 0.9310203790664673)]"
346,arg_1_100,parents have the right to choose how their child should be educated and schools are not always the best environment so the option to homeschool should remain.,Homeschooling should be banned,-1,['parents have the right to choose how their child should be educated and schools are not always the best environment so the option to homeschool should remain.'],"[('parents have the right to choose how their child should be educated and schools are not always the best environment so the option to homeschool should remain.', 0.9334352016448975)]"
347,arg_1_101,parents have the right to determine their childrens' upbringing.,Homeschooling should be banned,-1,"[""parents have the right to determine their childrens' upbringing.""]","[(""parents have the right to determine their childrens' upbringing."", 0.9155673980712891)]"
348,arg_1_102,parents have the right to educate their children at home.,Homeschooling should be banned,-1,['parents have the right to educate their children at home.'],"[('parents have the right to educate their children at home.', 0.9165523052215576)]"
349,arg_1_103,"parents know what is best for their children. some children do better learning in a home environment, as opposed to a institutional environment",Homeschooling should be banned,-1,"['parents know what is best for their children.', 'some children do better learning in a home environment, as opposed to a institutional environment']","[('parents know what is best for their children.', 0.7541904449462891), ('some children do better learning in a home environment, as opposed to a institutional environment', 0.8566156029701233)]"
350,arg_1_104,parents should determine how their children sill be taught and use homeschooling if it meets their needs. government can determine the educational requirements not the teaching method.,Homeschooling should be banned,-1,"['parents should determine how their children sill be taught and use homeschooling if it meets their needs.', 'government can determine the educational requirements not the teaching method.']","[('parents should determine how their children sill be taught and use homeschooling if it meets their needs.', 0.8701101541519165), ('government can determine the educational requirements not the teaching method.', 0.7069251537322998)]"
351,arg_1_105,parents should have the freedom to raise their children the way the wish to.,Homeschooling should be banned,-1,['parents should have the freedom to raise their children the way the wish to.'],"[('parents should have the freedom to raise their children the way the wish to.', 0.9123988151550293)]"
352,arg_1_106,parents should have the right to choose how to educate their children,Homeschooling should be banned,-1,['parents should have the right to choose how to educate their children'],"[('parents should have the right to choose how to educate their children', 0.9386516809463501)]"
353,arg_1_107,parentz have a right to make educational choices for their kids.,Homeschooling should be banned,-1,['parentz have a right to make educational choices for their kids.'],"[('parentz have a right to make educational choices for their kids.', 0.7673218846321106)]"
354,arg_1_108,"particularly for students with learning difficulties, mainstream schooling could be inappropriate.",Homeschooling should be banned,-1,"['particularly for students with learning difficulties, mainstream schooling could be inappropriate.']","[('particularly for students with learning difficulties, mainstream schooling could be inappropriate.', 0.9322614669799805)]"
355,arg_1_109,people should have a say in what their children are taught.,Homeschooling should be banned,-1,['people should have a say in what their children are taught.'],"[('people should have a say in what their children are taught.', 0.8467307090759277)]"
356,arg_1_110,people should have the right to choose how they want to do schooling,Homeschooling should be banned,-1,['people should have the right to choose how they want to do schooling'],"[('people should have the right to choose how they want to do schooling', 0.914425253868103)]"
357,arg_1_111,public schools are dangerous these days and homeschooling allows parents to teach their children while keeping them safe at the same time.,Homeschooling should be banned,-1,['public schools are dangerous these days and homeschooling allows parents to teach their children while keeping them safe at the same time.'],"[('public schools are dangerous these days and homeschooling allows parents to teach their children while keeping them safe at the same time.', 0.8526855707168579)]"
358,arg_1_112,"schools are getting dangerous. an education at home, personalized and geared toward the child will benefit him",Homeschooling should be banned,-1,"['schools are getting dangerous.', 'an education at home, personalized and geared toward the child will benefit him']","[('schools are getting dangerous.', 0.713107705116272), ('an education at home, personalized and geared toward the child will benefit him', 0.8375192880630493)]"
359,arg_1_113,"schools are usually crowded and full of distractions, homeschooling affords children the opportunity to study with more concentration on their books",Homeschooling should be banned,-1,"['schools are usually crowded and full of distractions, homeschooling affords children the opportunity to study with more concentration on their books']","[('schools are usually crowded and full of distractions, homeschooling affords children the opportunity to study with more concentration on their books', 0.9476908445358276)]"
360,arg_1_114,"Schools nowadays are not really teaching something new grow older people don't know. Since school environment is getting dangerous for children, homeschooling should be allowed",Homeschooling should be banned,-1,"[""Schools nowadays are not really teaching something new grow older people don't know."", 'Since school environment is getting dangerous for children, homeschooling should be allowed']","[(""Schools nowadays are not really teaching something new grow older people don't know."", 0.6480912566184998), ('Since school environment is getting dangerous for children, homeschooling should be allowed', 0.8467351198196411)]"
361,arg_1_115,some children are better suited to the homeschool environment and learn better that way.,Homeschooling should be banned,-1,['some children are better suited to the homeschool environment and learn better that way.'],"[('some children are better suited to the homeschool environment and learn better that way.', 0.9568871259689331)]"
362,arg_1_116,some children can not succeed in a group setting such as an autistic child. by working at home without distractions school subjects can better be learned,Homeschooling should be banned,-1,"['some children can not succeed in a group setting such as an autistic child.', 'by working at home without distractions school subjects can better be learned']","[('some children can not succeed in a group setting such as an autistic child.', 0.8671220541000366), ('by working at home without distractions school subjects can better be learned', 0.7808069586753845)]"
363,arg_1_117,some children can't adjust to a regular school and homeschooling means they can still get an education.,Homeschooling should be banned,-1,"[""some children can't adjust to a regular school and homeschooling means they can still get an education.""]","[(""some children can't adjust to a regular school and homeschooling means they can still get an education."", 0.9747158885002136)]"
364,arg_1_118,some children do not adapt well to the school environment and need the one on one support that homeschooling can provide,Homeschooling should be banned,-1,['some children do not adapt well to the school environment and need the one on one support that homeschooling can provide'],"[('some children do not adapt well to the school environment and need the one on one support that homeschooling can provide', 0.987968921661377)]"
365,arg_1_119,"some children don't perform well in a public school setting, not every child learns the same ways. it is important to have alternatives to give the child the best chance of success when public school fails him.",Homeschooling should be banned,-1,"[""some children don't perform well in a public school setting, not every child learns the same ways.""]","[(""some children don't perform well in a public school setting, not every child learns the same ways."", 0.9145268201828003)]"
366,arg_1_120,"some children have no choice but to be homeschooled. if they learn best in that environment, it wouldn't be fair to take that away from them.",Homeschooling should be banned,-1,"['some children have no choice but to be homeschooled.', ""if they learn best in that environment, it wouldn't be fair to take that away from them.""]","[('some children have no choice but to be homeschooled.', 0.8749912977218628), (""if they learn best in that environment, it wouldn't be fair to take that away from them."", 0.8175311088562012)]"
367,arg_1_121,some students with special needs will need more personalized attention that only homeschooling can provide.,Homeschooling should be banned,-1,['some students with special needs will need more personalized attention that only homeschooling can provide.'],"[('some students with special needs will need more personalized attention that only homeschooling can provide.', 0.9450505971908569)]"
368,arg_1_122,sometimes the best teacher is a parent because they know how best a child will learn,Homeschooling should be banned,-1,['sometimes the best teacher is a parent because they know how best a child will learn'],"[('sometimes the best teacher is a parent because they know how best a child will learn', 0.8265298008918762)]"
369,arg_1_123,the parents should be allowed to home school their kids if that's their choice.,Homeschooling should be banned,-1,"[""the parents should be allowed to home school their kids if that's their choice.""]","[(""the parents should be allowed to home school their kids if that's their choice."", 0.8534852266311646)]"
370,arg_1_124,"this is a free country, people have the right to homeschool their children",Homeschooling should be banned,-1,"['this is a free country, people have the right to homeschool their children']","[('this is a free country, people have the right to homeschool their children', 0.7872409820556641)]"
371,arg_1_125,we need to support homeschooling as not all children have the same learning style and may suffer if they are not offered an alternative way to learn.,Homeschooling should be banned,-1,[],[]
372,arg_1_126,we should continue to support homeschooling as all children have different learning styles and this gives another avenue for students to learn in an environment they are comfortable.,Homeschooling should be banned,-1,[],[]
373,arg_1_127,we should continue to support homeschooling as it gives children another form of education when other forms do not work.,Homeschooling should be banned,-1,[],[]
374,arg_1_128,"with all the violence going on in schools, i think parents have a right to homeschooling their children if they want to",Homeschooling should be banned,-1,"['with all the violence going on in schools, i think parents have a right to homeschooling their children if they want to']","[('with all the violence going on in schools, i think parents have a right to homeschooling their children if they want to', 0.849981963634491)]"
375,arg_1_129,all children attending school ensures that they are taught the values that the state and society in which they live hold to be important.,Homeschooling should be banned,1,['all children attending school ensures that they are taught the values that the state and society in which they live hold to be important.'],"[('all children attending school ensures that they are taught the values that the state and society in which they live hold to be important.', 0.873344898223877)]"
376,arg_1_130,children can not learn to interact with their peers when taught at home,Homeschooling should be banned,1,['children can not learn to interact with their peers when taught at home'],"[('children can not learn to interact with their peers when taught at home', 0.8072086572647095)]"
377,arg_1_131,children do not get the social interaction from kids their own age if homeschooled.,Homeschooling should be banned,1,['children do not get the social interaction from kids their own age if homeschooled.'],"[('children do not get the social interaction from kids their own age if homeschooled.', 0.8602298498153687)]"
378,arg_1_132,children have a right to education and ignorant parents that think they are more qualified than they are should not have tyranny over that right,Homeschooling should be banned,1,['children have a right to education and ignorant parents that think they are more qualified than they are should not have tyranny over that right'],"[('children have a right to education and ignorant parents that think they are more qualified than they are should not have tyranny over that right', 0.7010043263435364)]"
379,arg_1_133,children miss out on important social interaction with their peers,Homeschooling should be banned,1,['children miss out on important social interaction with their peers'],"[('children miss out on important social interaction with their peers', 0.8776246905326843)]"
380,arg_1_134,children need a well rounded education which includes socializing with their peers. they need to learn the cooperation and negotiating skills essential for the world at large,Homeschooling should be banned,1,['children need a well rounded education which includes socializing with their peers.'],"[('children need a well rounded education which includes socializing with their peers.', 0.8830413818359375)]"
381,arg_1_135,children need an active environment with different types of people rather than always being at home,Homeschooling should be banned,1,['children need an active environment with different types of people rather than always being at home'],"[('children need an active environment with different types of people rather than always being at home', 0.8393815755844116)]"
382,arg_1_136,children need to be with other children to learn to be social,Homeschooling should be banned,1,['children need to be with other children to learn to be social'],"[('children need to be with other children to learn to be social', 0.7058422565460205)]"
383,arg_1_137,children who are homeschooled are less likely to go to college,Homeschooling should be banned,1,['children who are homeschooled are less likely to go to college'],"[('children who are homeschooled are less likely to go to college', 0.8298324346542358)]"
384,arg_1_138,children who are homeschooled may end up being lonely because they aren't socializing with school friends. there could also be the worry that they aren't getting a proper education.,Homeschooling should be banned,1,"[""children who are homeschooled may end up being lonely because they aren't socializing with school friends.""]","[(""children who are homeschooled may end up being lonely because they aren't socializing with school friends."", 0.8933095932006836)]"
385,arg_1_139,education at home could represent a risk since it is not regulated,Homeschooling should be banned,1,['education at home could represent a risk since it is not regulated'],"[('education at home could represent a risk since it is not regulated', 0.7791550755500793)]"
386,arg_1_140,home schooling isn't as good as regular schools because parents just are not as equipped as teachers are in educating their kids.,Homeschooling should be banned,1,"[""home schooling isn't as good as regular schools because parents just are not as equipped as teachers are in educating their kids.""]","[(""home schooling isn't as good as regular schools because parents just are not as equipped as teachers are in educating their kids."", 0.9107643365859985)]"
387,arg_1_141,homeschool students don't gain the social skills they need while growing up.,Homeschooling should be banned,1,"[""homeschool students don't gain the social skills they need while growing up.""]","[(""homeschool students don't gain the social skills they need while growing up."", 0.9738300442695618)]"
388,arg_1_142,Homeschooled children lack essentials education and social cohesion schooled children are taught. This impede children proper development,Homeschooling should be banned,1,"['Homeschooled children lack essentials education and social cohesion schooled children are taught.', 'This impede children proper development']","[('Homeschooled children lack essentials education and social cohesion schooled children are taught.', 0.6935614943504333), ('This impede children proper development', 0.46406227350234985)]"
389,arg_1_143,homeschooled kids don't get the education they need and don't get to work on their social skills,Homeschooling should be banned,1,"[""homeschooled kids don't get the education they need and don't get to work on their social skills""]","[(""homeschooled kids don't get the education they need and don't get to work on their social skills"", 0.9717865586280823)]"
390,arg_1_144,homeschooled students do not learn necessary social skills,Homeschooling should be banned,1,['homeschooled students do not learn necessary social skills'],"[('homeschooled students do not learn necessary social skills', 0.8868935108184814)]"
391,arg_1_145,"homeschooling a child denies them valuable lifeskills, particularly interaction with their own age group and all experiences stemming from this.",Homeschooling should be banned,1,"['homeschooling a child denies them valuable lifeskills, particularly interaction with their own age group and all experiences stemming from this.']","[('homeschooling a child denies them valuable lifeskills, particularly interaction with their own age group and all experiences stemming from this.', 0.9429598450660706)]"
392,arg_1_146,homeschooling can lead to children not forming the social bonds with their peers which they should.,Homeschooling should be banned,1,['homeschooling can lead to children not forming the social bonds with their peers which they should.'],"[('homeschooling can lead to children not forming the social bonds with their peers which they should.', 0.9826673269271851)]"
393,arg_1_147,homeschooling can put children at a disadvantage if their parents are not intelligent enough to provide a good education.,Homeschooling should be banned,1,['homeschooling can put children at a disadvantage if their parents are not intelligent enough to provide a good education.'],"[('homeschooling can put children at a disadvantage if their parents are not intelligent enough to provide a good education.', 0.9792340993881226)]"
394,arg_1_148,homeschooling cannot provide the quality of education that real teachers and a real school can provide.,Homeschooling should be banned,1,['homeschooling cannot provide the quality of education that real teachers and a real school can provide.'],"[('homeschooling cannot provide the quality of education that real teachers and a real school can provide.', 1.001045823097229)]"
395,arg_1_149,homeschooling causes a child to not get the proper education they need due to parents having control over what they learn and what they don't,Homeschooling should be banned,1,"[""homeschooling causes a child to not get the proper education they need due to parents having control over what they learn and what they don't""]","[(""homeschooling causes a child to not get the proper education they need due to parents having control over what they learn and what they don't"", 0.9750516414642334)]"
396,arg_1_150,homeschooling causes a decline in education.,Homeschooling should be banned,1,['homeschooling causes a decline in education.'],"[('homeschooling causes a decline in education.', 0.9402788877487183)]"
397,arg_1_151,"homeschooling causes stunted social skills in children, creating larger problems for them as adults",Homeschooling should be banned,1,"['homeschooling causes stunted social skills in children, creating larger problems for them as adults']","[('homeschooling causes stunted social skills in children, creating larger problems for them as adults', 0.9955036044120789)]"
398,arg_1_152,homeschooling children creates children that have no social skills and won't be able to function in a workplace with other people.,Homeschooling should be banned,1,"[""homeschooling children creates children that have no social skills and won't be able to function in a workplace with other people.""]","[(""homeschooling children creates children that have no social skills and won't be able to function in a workplace with other people."", 0.9833608865737915)]"
399,arg_1_153,homeschooling closes kids off from creating relationships with others their age,Homeschooling should be banned,1,['homeschooling closes kids off from creating relationships with others their age'],"[('homeschooling closes kids off from creating relationships with others their age', 0.9160813689231873)]"
400,arg_1_154,homeschooling closes students off from peer to peer interaction,Homeschooling should be banned,1,['homeschooling closes students off from peer to peer interaction'],"[('homeschooling closes students off from peer to peer interaction', 0.94743812084198)]"
401,arg_1_155,homeschooling deprives children of essential social interaction with their peers.,Homeschooling should be banned,1,['homeschooling deprives children of essential social interaction with their peers.'],"[('homeschooling deprives children of essential social interaction with their peers.', 1.0121111869812012)]"
402,arg_1_156,homeschooling deprives the child of learning social behaviors and norms.,Homeschooling should be banned,1,['homeschooling deprives the child of learning social behaviors and norms.'],"[('homeschooling deprives the child of learning social behaviors and norms.', 0.9671186208724976)]"
403,arg_1_157,homeschooling does not allow the child or children to socialize with others of their own age.,Homeschooling should be banned,1,['homeschooling does not allow the child or children to socialize with others of their own age.'],"[('homeschooling does not allow the child or children to socialize with others of their own age.', 0.9099013805389404)]"
404,arg_1_158,homeschooling does not educate children in the way they should be educated causing them to often be behind those of their own age.,Homeschooling should be banned,1,['homeschooling does not educate children in the way they should be educated causing them to often be behind those of their own age.'],"[('homeschooling does not educate children in the way they should be educated causing them to often be behind those of their own age.', 0.9579705595970154)]"
405,arg_1_159,homeschooling does not give children social interaction.,Homeschooling should be banned,1,['homeschooling does not give children social interaction.'],"[('homeschooling does not give children social interaction.', 0.938322901725769)]"
406,arg_1_160,"homeschooling does not give kids a way to meet other kids, their social lives are nonexistent and during those ages they are developing and need to have social interaction with kids their age.",Homeschooling should be banned,1,"['homeschooling does not give kids a way to meet other kids, their social lives are nonexistent and during those ages they are developing and need to have social interaction with kids their age.']","[('homeschooling does not give kids a way to meet other kids, their social lives are nonexistent and during those ages they are developing and need to have social interaction with kids their age.', 0.9440655708312988)]"
407,arg_1_161,homeschooling does not promote social interaction and therefore should be discontinued.,Homeschooling should be banned,1,['homeschooling does not promote social interaction and therefore should be discontinued.'],"[('homeschooling does not promote social interaction and therefore should be discontinued.', 0.9438748359680176)]"
408,arg_1_162,homeschooling does not provide communication skills children need,Homeschooling should be banned,1,['homeschooling does not provide communication skills children need'],"[('homeschooling does not provide communication skills children need', 0.9163941144943237)]"
409,arg_1_163,homeschooling does not provide necessary socialization skills needed in everyday life as well as cooperation among peers.,Homeschooling should be banned,1,['homeschooling does not provide necessary socialization skills needed in everyday life as well as cooperation among peers.'],"[('homeschooling does not provide necessary socialization skills needed in everyday life as well as cooperation among peers.', 0.9985942840576172)]"
410,arg_1_164,homeschooling doesn't allow the child to have the same social aspect that they would attain at a regular school.,Homeschooling should be banned,1,"[""homeschooling doesn't allow the child to have the same social aspect that they would attain at a regular school.""]","[(""homeschooling doesn't allow the child to have the same social aspect that they would attain at a regular school."", 0.9626442193984985)]"
411,arg_1_165,homeschooling doesnt get children enough interaction with people so they are more likely to be social outcasts,Homeschooling should be banned,1,['homeschooling doesnt get children enough interaction with people so they are more likely to be social outcasts'],"[('homeschooling doesnt get children enough interaction with people so they are more likely to be social outcasts', 0.9469166398048401)]"
412,arg_1_166,homeschooling enables parents with fringe views to push their agenda on their children without allowing exposure to alternative viewpoints.,Homeschooling should be banned,1,['homeschooling enables parents with fringe views to push their agenda on their children without allowing exposure to alternative viewpoints.'],"[('homeschooling enables parents with fringe views to push their agenda on their children without allowing exposure to alternative viewpoints.', 0.9370548725128174)]"
413,arg_1_167,homeschooling eschews the normal standards adhered to in the school system and does the child a disservice in terms of education.,Homeschooling should be banned,1,['homeschooling eschews the normal standards adhered to in the school system and does the child a disservice in terms of education.'],"[('homeschooling eschews the normal standards adhered to in the school system and does the child a disservice in terms of education.', 0.9711931943893433)]"
414,arg_1_168,homeschooling is an inadequate and limited form of teaching children educational materials. homeschooling denies children the ability to learn with peers and learn valuable social interaction skills.,Homeschooling should be banned,1,"['homeschooling is an inadequate and limited form of teaching children educational materials.', 'homeschooling denies children the ability to learn with peers and learn valuable social interaction skills.']","[('homeschooling is an inadequate and limited form of teaching children educational materials.', 0.9380114078521729), ('homeschooling denies children the ability to learn with peers and learn valuable social interaction skills.', 0.9888179898262024)]"
415,arg_1_169,homeschooling is difficult to regulate and stops children from mixing with others which is important for social function in adult life.,Homeschooling should be banned,1,['homeschooling is difficult to regulate and stops children from mixing with others which is important for social function in adult life.'],"[('homeschooling is difficult to regulate and stops children from mixing with others which is important for social function in adult life.', 0.9352714419364929)]"
416,arg_1_170,homeschooling is not government regulated.,Homeschooling should be banned,1,['homeschooling is not government regulated.'],"[('homeschooling is not government regulated.', 0.8685942888259888)]"
417,arg_1_171,Homeschooling is not regulated and nobody can be sure that the kids have learned anything.,Homeschooling should be banned,1,['Homeschooling is not regulated and nobody can be sure that the kids have learned anything.'],"[('Homeschooling is not regulated and nobody can be sure that the kids have learned anything.', 0.8263851404190063)]"
418,arg_1_172,homeschooling is not regulated enough.,Homeschooling should be banned,1,['homeschooling is not regulated enough.'],"[('homeschooling is not regulated enough.', 0.8916412591934204)]"
419,arg_1_173,homeschooling is not regulated so students could miss out on important lessons.,Homeschooling should be banned,1,['homeschooling is not regulated so students could miss out on important lessons.'],"[('homeschooling is not regulated so students could miss out on important lessons.', 0.9403480291366577)]"
420,arg_1_174,homeschooling is not the best atmosphere for children to learn,Homeschooling should be banned,1,['homeschooling is not the best atmosphere for children to learn'],"[('homeschooling is not the best atmosphere for children to learn', 0.8762215971946716)]"
421,arg_1_175,homeschooling is not the best way to learn.,Homeschooling should be banned,1,['homeschooling is not the best way to learn.'],"[('homeschooling is not the best way to learn.', 0.7778112888336182)]"
422,arg_1_176,homeschooling is not well regulated and overseen by independent bodies,Homeschooling should be banned,1,['homeschooling is not well regulated and overseen by independent bodies'],"[('homeschooling is not well regulated and overseen by independent bodies', 0.9202812314033508)]"
423,arg_1_177,homeschooling is often done by parents who do not have enough education themselves to provide an adequate one for their children.,Homeschooling should be banned,1,['homeschooling is often done by parents who do not have enough education themselves to provide an adequate one for their children.'],"[('homeschooling is often done by parents who do not have enough education themselves to provide an adequate one for their children.', 0.9555982351303101)]"
424,arg_1_178,homeschooling is often done to keep children from encountering a diverse array of viewpoints which may differ from the beliefs of the homeschooling parents. this damages a child's social development.,Homeschooling should be banned,1,"['homeschooling is often done to keep children from encountering a diverse array of viewpoints which may differ from the beliefs of the homeschooling parents.', ""this damages a child's social development.""]","[('homeschooling is often done to keep children from encountering a diverse array of viewpoints which may differ from the beliefs of the homeschooling parents.', 0.9455775618553162), (""this damages a child's social development."", 0.827644407749176)]"
425,arg_1_179,homeschooling is too often a cover for abuse and neglect of the children,Homeschooling should be banned,1,['homeschooling is too often a cover for abuse and neglect of the children'],"[('homeschooling is too often a cover for abuse and neglect of the children', 0.9311305284500122)]"
426,arg_1_180,homeschooling is unregulated and unsupervised. many homeschoolers indoctrinate their children in bizarre religious beliefs and to not believe in science. this is dangerous and must be stopped.,Homeschooling should be banned,1,"['homeschooling is unregulated and unsupervised.', 'many homeschoolers indoctrinate their children in bizarre religious beliefs and to not believe in science.', 'this is dangerous and must be stopped.']","[('homeschooling is unregulated and unsupervised.', 1.0266544818878174), ('many homeschoolers indoctrinate their children in bizarre religious beliefs and to not believe in science.', 0.9138001799583435), ('this is dangerous and must be stopped.', 0.7801913619041443)]"
427,arg_1_181,homeschooling is unregulated so a good education is not guaranteed,Homeschooling should be banned,1,['homeschooling is unregulated so a good education is not guaranteed'],"[('homeschooling is unregulated so a good education is not guaranteed', 0.9528058767318726)]"
428,arg_1_182,homeschooling isolates children from a social setting which would help a child learn social skills and interactions.,Homeschooling should be banned,1,['homeschooling isolates children from a social setting which would help a child learn social skills and interactions.'],"[('homeschooling isolates children from a social setting which would help a child learn social skills and interactions.', 0.9108626246452332)]"
429,arg_1_183,homeschooling isolates the children and prevents them from developing proper social relations.,Homeschooling should be banned,1,['homeschooling isolates the children and prevents them from developing proper social relations.'],"[('homeschooling isolates the children and prevents them from developing proper social relations.', 0.9370664358139038)]"
430,arg_1_184,homeschooling keeps children from learning to work in a group,Homeschooling should be banned,1,['homeschooling keeps children from learning to work in a group'],"[('homeschooling keeps children from learning to work in a group', 0.8927223682403564)]"
431,arg_1_185,homeschooling keeps children from socializing and learning to work with other people.,Homeschooling should be banned,1,['homeschooling keeps children from socializing and learning to work with other people.'],"[('homeschooling keeps children from socializing and learning to work with other people.', 0.9606615304946899)]"
432,arg_1_186,homeschooling makes it difficult for children to socially intereact with their peers.,Homeschooling should be banned,1,['homeschooling makes it difficult for children to socially intereact with their peers.'],"[('homeschooling makes it difficult for children to socially intereact with their peers.', 0.9757670164108276)]"
433,arg_1_187,homeschooling means that the children involved are deprived of regular social contact with others of their own age,Homeschooling should be banned,1,['homeschooling means that the children involved are deprived of regular social contact with others of their own age'],"[('homeschooling means that the children involved are deprived of regular social contact with others of their own age', 0.9543012976646423)]"
434,arg_1_188,homeschooling needs to be banned as it isolated the children and they do not learn how to function if a diverse world.,Homeschooling should be banned,1,['homeschooling needs to be banned as it isolated the children and they do not learn how to function if a diverse world.'],"[('homeschooling needs to be banned as it isolated the children and they do not learn how to function if a diverse world.', 0.9410871267318726)]"
435,arg_1_189,"homeschooling prevent children to socialize and confront with others, therefore it should be banned.",Homeschooling should be banned,1,"['homeschooling prevent children to socialize and confront with others, therefore it should be banned.']","[('homeschooling prevent children to socialize and confront with others, therefore it should be banned.', 0.9344521164894104)]"
436,arg_1_190,"homeschooling prevents a child from socialising with his or her own age group, and can cause isolation and loneliness.",Homeschooling should be banned,1,"['homeschooling prevents a child from socialising with his or her own age group, and can cause isolation and loneliness.']","[('homeschooling prevents a child from socialising with his or her own age group, and can cause isolation and loneliness.', 0.9872282147407532)]"
437,arg_1_191,homeschooling prevents children from gaining important social skills,Homeschooling should be banned,1,['homeschooling prevents children from gaining important social skills'],"[('homeschooling prevents children from gaining important social skills', 0.9652978777885437)]"
